,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,SYR,NBA,,4,13,5,6,7,,6,12
1957-58,23,SYR,NBA,,3,7,3,5,5,0,3,6
1958-59,24,SYR,NBA,,5,,8,9,,,6,13
1959-60,25,SYR,NBA,,2,8,3,3,6,0,3,7
Career,,,,,5,,8,9,,,6,13
