Season,Team,Lg,Salary
1999-00,Milwaukee Bucks,NBA,"$301,875"
2000-01,Milwaukee Bucks,NBA,"$423,500"
2001-02,Milwaukee Bucks,NBA,"$625,000"
2002-03,Toronto Raptors,NBA,"$37,344"
2003-04,Miami Heat,NBA,"$688,679"
2004-05,Toronto Raptors,NBA,"$3,500,000"
2005-06,Houston Rockets,NBA,"$3,850,000"
2006-07,Houston Rockets,NBA,"$4,200,000"
2007-08,Houston Rockets,NBA,"$4,550,000"
2008-09,Orlando Magic,NBA,"$4,900,000"
2009-10,New Jersey Nets,NBA,"$4,300,000"
2009-10,Miami Heat,NBA,"$753,133"
Career,(may be incomplete),,"$28,129,531"
