Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987-88,23,CLE,NBA,PG,5,5,205,6.7,11.8,0.567,0.9,2.1,0.417,5.8,9.7,0.6,4.2,4.4,0.96,0.5,2.6,3.2,6.7,0.5,0,1.4,1.9,18.4
1988-89,24,CLE,NBA,PG,4,4,158,5,13,0.386,1.4,3.6,0.375,3.6,9.3,0.39,3.2,3.4,0.933,0.9,2.1,3,5,0.7,0,4.3,0.7,14.6
1989-90,25,CLE,NBA,PG,5,5,192,6,11.4,0.525,1.1,3.2,0.353,4.9,8.2,0.591,5.6,5.6,1,0,2.6,2.6,8.2,1.7,0.2,2.8,1.7,18.7
1991-92,27,CLE,NBA,PG,17,17,603,7,14.2,0.496,1.5,4.1,0.362,5.6,10.1,0.55,3.9,4.4,0.904,0.6,1.9,2.5,7.6,1.4,0.2,3.3,2,19.5
1992-93,28,CLE,NBA,PG,9,9,288,5.4,12.1,0.443,1,3.2,0.308,4.4,8.9,0.493,2.9,3,0.958,0.1,2.3,2.4,6.9,1.9,0,4.1,1.6,14.6
1993-94,29,CLE,NBA,PG,3,3,102,5.3,15.2,0.349,0.7,3.2,0.222,4.6,12,0.382,4.6,4.9,0.929,0.4,1.8,2.1,4.9,1.4,0,3.2,2.1,15.9
1994-95,30,CLE,NBA,PG,4,4,143,3,10.1,0.3,1,4.3,0.235,2,5.8,0.348,8.1,8.3,0.97,0.5,2.5,3,6.5,1.5,0,4.5,1.3,15.1
Career,NA,,NBA,,47,47,1691,6,12.8,0.464,1.2,3.5,0.337,4.8,9.3,0.513,4.3,4.6,0.944,0.4,2.2,2.6,7,1.4,0.1,3.4,1.7,17.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,CLE,NBA,,47,47,1691,6,12.8,0.464,1.2,3.5,0.337,4.8,9.3,0.513,4.3,4.6,0.944,0.4,2.2,2.6,7,1.4,0.1,3.4,1.7,17.4
