,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,27,CHA,NBA,PF,48,936,.527,14.2,.652,.279,.094,.036,.242,.348,.563,.717,.387,.250,.500,.461,.802,.024,8,.962,.791,.451,0,0
2007-08,28,TOT,NBA,PF,45,373,.389,16.0,.556,.243,.049,.083,.181,.444,.450,.571,.571,.333,.308,.313,.500,.014,2,.950,.516,.303,0,0
2007-08,28,CHA,NBA,PF,17,174,.385,16.3,.600,.200,.046,.092,.262,.400,.410,.538,.667,.333,.294,.346,.438,.015,1,1.000,.615,.438,0,0
2007-08,28,DET,NBA,PF,28,199,.392,15.7,.519,.278,.051,.076,.114,.481,.488,.591,.500,.333,.333,.289,.550,.013,1,.909,.447,.176,0,0
2008-09,29,DET,NBA,SF,59,630,.396,17.3,.420,.203,.048,.063,.106,.580,.471,.524,.400,.462,.409,.342,.683,.019,4,1.000,.575,.391,0,0
Career,,,NBA,,152,1939,.458,15.5,.561,.248,.070,.054,.188,.439,.518,.639,.417,.351,.445,.381,.722,.021,14,.974,.645,.404,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,87,829,.395,16.9,.448,.224,.049,.066,.108,.552,.477,.547,.429,.421,.387,.329,.639,.017,5,.981,.544,.349,0,0
2 seasons,,CHA,NBA,,65,1110,.504,14.5,.643,.266,.086,.046,.246,.357,.539,.695,.412,.278,.464,.440,.759,.023,9,.968,.759,.449,0,0
