Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Walter Herrmann,,2.4,1,0.7
Grady Lewis,94.9,2.4,1.1,0.8
James Johnson,92.1,2.6,0.8,0.6
Don Adams,87.5,2.9,0.9,0.7
Malik Rose,86.9,2.6,1.1,0.4
Pete Verhoeven,86.7,2.1,0.8,0.7
Mirza Teletović,86.5,2.7,0.9,0.5
Shelden Williams,86.1,2.2,1.2,0.5
Chris Wilcox,85.7,2.6,1.3,0.6
Steve Novak,84.8,2.2,1.1,0.4
Howard Porter,84.7,2.7,1.1,1
