,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,27,CHA,NBA,PF,48,936,,,17%,72%,12%,-0.5,+4.4,13,6,35,5,15,18,57,7,12
2007-08,28,TOT,NBA,PF,45,373,,,26%,63%,11%,-2.0,-3.8,3,5,13,1,6,7,42,1,10
2007-08,28,CHA,NBA,PF,17,174,,,,84%,16%,-12.4,-7.8,2,0,6,0,2,3,9,0,4
2007-08,28,DET,NBA,PF,28,199,,,49%,45%,7%,+7.5,-1.2,1,5,7,1,4,4,33,1,6
2008-09,29,DET,NBA,SF,59,630,,,78%,22%,,+0.6,+1.3,3,5,23,4,12,8,49,3,4
Career,,,NBA,,152,1939,,,38%,54%,8%,-0.4,+1.8,19,16,71,10,33,33,148,11,26
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,87,829,,,71%,27%,2%,+2.2,+0.7,4,10,30,5,16,12,82,4,10
2 seasons,,CHA,NBA,,65,1110,,,14%,74%,12%,-2.4,+2.5,15,6,41,5,17,21,66,7,16
