Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,DET,NBA,PF,2,NA,36,7,20.5,0.341,3,4,0.75,8.5,1.5,4,17
1960-61,24,DET,NBA,PF,5,NA,30.8,4,11.4,0.351,3.2,4.6,0.696,9.2,4.4,4.4,11.2
1961-62,25,DET,NBA,SF,10,NA,37.8,6.9,16.3,0.423,6.2,7.5,0.827,9.6,2.3,4.8,20
1962-63,26,DET,NBA,SF,4,NA,40.8,6,16,0.375,5.8,6.8,0.852,10.5,2.8,4.8,17.8
1964-65,28,BAL,NBA,PF,9,NA,38.9,7.4,14.4,0.515,5.9,7.8,0.757,11.7,2.1,4.2,20.8
1965-66,29,BAL,NBA,PF,3,NA,31.3,7.7,16.7,0.46,2.7,3.7,0.727,10,0.7,4.3,18
1966-67,30,BOS,NBA,PF,9,NA,26.8,6.6,13.6,0.484,2.2,3.3,0.667,7.3,0.6,3.9,15.3
1967-68,31,BOS,NBA,PF,19,NA,31.4,7.1,13.9,0.511,3.9,5.6,0.692,7.7,1.2,4.4,18.1
1968-69,32,BOS,NBA,PF,18,NA,30.6,6.2,12.7,0.489,2.6,3.6,0.719,6.6,1.1,4.7,15
1970-71,34,PHI,NBA,PF,7,NA,17.4,2.7,6.4,0.422,1.3,2.6,0.5,4.4,0.6,3.6,6.7
Career,NA,,NBA,,86,NA,31.7,6.3,13.5,0.465,3.7,5,0.732,8.1,1.5,4.4,16.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,46,NA,30.2,6.7,13.4,0.498,3,4.4,0.697,7.2,1,4.4,16.3
4 seasons,NA,DET,NBA,,21,NA,36.5,6,15.5,0.391,5.1,6.3,0.805,9.6,2.8,4.6,17.2
2 seasons,NA,BAL,NBA,,12,NA,37,7.5,15,0.5,5.1,6.8,0.753,11.3,1.8,4.3,20.1
1 season,NA,PHI,NBA,,7,NA,17.4,2.7,6.4,0.422,1.3,2.6,0.5,4.4,0.6,3.6,6.7
