Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,23,DET,NBA,PF,75,NA,2346,510,1119,0.456,312,422,0.739,790,63,282,1332
1960-61,24,DET,NBA,PF,77,NA,2952,607,1293,0.469,601,798,0.753,1111,196,297,1815
1961-62,25,DET,NBA,SF,79,NA,2857,553,1193,0.464,470,612,0.768,996,186,317,1576
1962-63,26,DET,NBA,SF,79,NA,2971,637,1235,0.516,519,650,0.798,910,232,300,1793
1963-64,27,DET,NBA,SF,77,NA,2700,598,1267,0.472,470,581,0.809,776,205,290,1666
1964-65,28,BAL,NBA,PF,80,NA,2975,515,1040,0.495,504,629,0.801,869,208,345,1534
1965-66,29,BAL,NBA,PF,78,NA,2328,481,986,0.488,402,551,0.73,773,155,306,1364
1966-67,30,BOS,NBA,PF,81,NA,2503,636,1242,0.512,349,471,0.741,677,103,296,1621
1967-68,31,BOS,NBA,PF,82,NA,2801,643,1336,0.481,335,461,0.727,805,133,285,1621
1968-69,32,BOS,NBA,PF,78,NA,2527,612,1257,0.487,313,426,0.735,685,137,285,1537
1969-70,33,BOS,NBA,PF,82,NA,2078,399,931,0.429,235,308,0.763,550,120,261,1033
1970-71,34,PHI,NBA,PF,82,NA,1589,324,686,0.472,230,315,0.73,441,115,234,878
Career,NA,,NBA,,950,NA,30627,6515,13585,0.48,4740,6224,0.762,9383,1853,3498,17770
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,387,NA,13826,2905,6107,0.476,2372,3063,0.774,4583,882,1486,8182
4 seasons,NA,BOS,NBA,,323,NA,9909,2290,4766,0.48,1232,1666,0.739,2717,493,1127,5812
2 seasons,NA,BAL,NBA,,158,NA,5303,996,2026,0.492,906,1180,0.768,1642,363,651,2898
1 season,NA,PHI,NBA,,82,NA,1589,324,686,0.472,230,315,0.73,441,115,234,878
