Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1959-60,23,DET,NBA,PF,2,72,10,0.382,0.195,NA,NA,NA,6.7,NA,-0.1,0.1,-0.1,-0.034
1960-61,24,DET,NBA,PF,5,154,12.2,0.417,0.404,NA,NA,NA,18.4,NA,0,0.1,0,0.015
1961-62,25,DET,NBA,SF,10,378,15.7,0.51,0.46,NA,NA,NA,8.1,NA,0.8,0.1,0.8,0.108
1962-63,26,DET,NBA,SF,4,163,14.1,0.468,0.422,NA,NA,NA,10.3,NA,0,0.2,0.3,0.079
1964-65,28,BAL,NBA,PF,9,350,19.4,0.581,0.538,NA,NA,NA,7.7,NA,1.2,0.3,1.4,0.199
1965-66,29,BAL,NBA,PF,3,94,17.3,0.492,0.22,NA,NA,NA,3.1,NA,0.1,0.1,0.1,0.076
1966-67,30,BOS,NBA,PF,9,241,15.3,0.51,0.246,NA,NA,NA,3,NA,0.5,0.2,0.7,0.141
1967-68,31,BOS,NBA,PF,19,597,17.2,0.553,0.405,NA,NA,NA,5.4,NA,1.6,0.6,2.2,0.176
1968-69,32,BOS,NBA,PF,18,551,14.7,0.525,0.279,NA,NA,NA,5.1,NA,1.2,0.4,1.6,0.142
1970-71,34,PHI,NBA,PF,7,122,9.1,0.444,0.4,NA,NA,11.4,4.6,NA,0,0,0,0.001
Career,NA,,NBA,,86,2722,15.6,0.517,0.372,NA,NA,11.4,6.7,NA,5.2,2,7.2,0.128
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,BOS,NBA,,46,1389,15.9,0.535,0.327,NA,NA,NA,4.9,NA,3.3,1.2,4.5,0.156
4 seasons,NA,DET,NBA,,21,767,14.1,0.471,0.409,NA,NA,NA,10.5,NA,0.7,0.4,1.1,0.07
2 seasons,NA,BAL,NBA,,12,444,18.9,0.559,0.45,NA,NA,NA,6.7,NA,1.3,0.3,1.6,0.172
1 season,NA,PHI,NBA,,7,122,9.1,0.444,0.4,NA,NA,11.4,4.6,NA,0,0,0,0.001
