,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,23,DET,NBA,,14,,10,13,,,,33
1960-61,24,DET,NBA,,15,,19,,,,,43
1961-62,25,DET,NBA,,14,,15,,,,,35
1962-63,26,DET,NBA,,18,,15,,,,,37
1963-64,27,DET,NBA,,16,,12,14,,,,42
1964-65,28,BAL,NBA,,14,,17,20,,,,37
1965-66,29,BAL,NBA,,17,,11,15,,,,40
1966-67,30,BOS,NBA,,17,,11,14,,,,38
1967-68,31,BOS,NBA,,17,,11,14,,,,35
1968-69,32,BOS,NBA,,15,,12,14,,,,33
1969-70,33,BOS,NBA,,12,,8,13,,,,26
1970-71,34,PHI,NBA,,12,,10,13,,,,28
Career,,,,,18,,19,,,,,43
5 Seasons,,DET,NBA,,18,,19,,,,,43
4 Seasons,,BOS,NBA,,17,,12,14,,,,38
2 Seasons,,BAL,NBA,,17,,17,20,,,,40
1 Season,,PHI,NBA,,12,,10,13,,,,28
