,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2003-04,28,DET,NBA,PG,22,195,.396,12.4,.736,.358,.094,.094,.189,.264,.385,.632,.200,.200,.100,.429,.333,.000,0,1.000,.214,.667,0,0
2004-05,29,HOU,NBA,PG,7,171,.468,11.8,.855,.339,.113,.065,.339,.145,.547,.571,.571,.750,.476,.000,.138,.000,0,,.222,.000,0,0
2007-08,32,NOH,NBA,PG,4,28,.333,20.3,.583,.083,.000,.083,.417,.417,.286,.000,,1.000,.200,.400,.000,.000,0,.500,.200,.000,0,0
Career,,,NBA,,33,394,.425,12.8,.780,.323,.094,.079,.283,.220,.465,.585,.417,.500,.333,.286,.196,.000,0,.875,.214,.333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,22,195,.396,12.4,.736,.358,.094,.094,.189,.264,.385,.632,.200,.200,.100,.429,.333,.000,0,1.000,.214,.667,0,0
1 season,,HOU,NBA,,7,171,.468,11.8,.855,.339,.113,.065,.339,.145,.547,.571,.571,.750,.476,.000,.138,.000,0,,.222,.000,0,0
1 season,,NOH,NBA,,4,28,.333,20.3,.583,.083,.000,.083,.417,.417,.286,.000,,1.000,.200,.400,.000,.000,0,.500,.200,.000,0,0
