Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1990-91,23,MIA,NBA,SF,39,1,266,6.2,14.7,0.42,1.1,4.5,0.24,5.1,10.2,0.5,2.2,4.5,0.48,5.5,6.9,12.4,3.5,2.9,2.4,2,8.4,15.6,NA,106,104
1991-92,24,MIA,NBA,SF,59,4,843,4.9,12,0.41,1.5,4.3,0.342,3.4,7.7,0.447,1.5,2.2,0.703,3.8,4.5,8.3,2.2,2.3,0.9,2.7,6.4,12.8,NA,100,110
1992-93,25,MIA,NBA,SF,69,1,935,4.8,11.6,0.413,1.2,3.5,0.338,3.6,8,0.446,1.6,2.2,0.725,4,6.7,10.7,1.7,1.7,1.6,2,7.7,12.3,NA,105,107
1993-94,26,MIA,NBA,SF,37,0,319,5.8,14.1,0.409,0.6,3.4,0.19,5.1,10.7,0.478,1.4,1.6,0.9,5.3,7.9,13.2,2.1,1.8,0.2,3.4,9.1,13.6,NA,96,106
1994-95,27,MIA,NBA,SF,50,5,854,4.9,12.5,0.391,1.3,4.7,0.269,3.6,7.8,0.465,2.8,3.4,0.807,5.2,6.8,12,2.4,2.1,1,1.5,6.6,13.9,NA,114,108
1995-96,28,MIA,NBA,SF,75,14,1897,4.4,10.9,0.402,2.7,6.6,0.418,1.6,4.3,0.377,1.2,1.6,0.789,3.1,5.9,9,3.4,1.3,1.7,2.3,7.5,12.7,NA,111,104
1996-97,29,MIA,NBA,SF,78,30,1773,4.2,9.8,0.433,2.1,5.3,0.401,2.1,4.5,0.469,1.2,1.8,0.672,2.6,5.7,8.3,2.3,1.6,0.6,1.8,6,11.8,NA,111,102
1997-98,30,MIA,NBA,SF,46,12,681,3.1,9.8,0.32,1.7,5.9,0.284,1.4,3.8,0.375,1,1.5,0.632,2.2,5.9,8.1,2.3,2.2,1,2.1,8.6,8.9,NA,91,102
1998-99,31,MIA,NBA,SF,33,13,415,2.7,8.5,0.323,1.1,4,0.276,1.6,4.5,0.364,0.7,1.1,0.625,1.4,4.6,6,1.4,2.3,0.4,1.8,7.9,7.2,NA,82,100
Career,NA,,NBA,,486,80,7983,4.4,11.1,0.401,1.8,5.1,0.355,2.6,6,0.44,1.5,2,0.717,3.4,5.9,9.4,2.5,1.8,1.1,2.1,7.2,12.2,NA,106,105
