,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2017-18,19,PHI,NBA,SG,14,253,.405,6.2,.991,.369,.351,.207,.063,.009,.409,.659,.205,.348,.286,.000,.333,.027,2,,.000,,0,0
2018-19,20,PHI,NBA,SG,19,427,.419,10.2,.910,.348,.174,.232,.155,.090,.433,.648,.296,.333,.250,.286,.279,.045,6,.500,.429,.333,2,0
2019-20,21,ORL,NBA,PG,64,1813,.473,10.6,.825,.348,.201,.178,.099,.175,.520,.651,.426,.408,.448,.254,.314,.037,20,.867,.136,.313,6,0
Career,,,NBA,,97,2493,.456,10.0,.859,.350,.214,.190,.104,.141,.489,.652,.366,.385,.388,.256,.311,.037,28,.824,.165,.318,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,ORL,NBA,,64,1813,.473,10.6,.825,.348,.201,.178,.099,.175,.520,.651,.426,.408,.448,.254,.314,.037,20,.867,.136,.313,6,0
2 seasons,,PHI,NBA,,33,680,.414,8.5,.944,.357,.248,.222,.117,.056,.422,.653,.242,.339,.258,.267,.302,.038,8,.500,.400,.333,2,0
