,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,21,SAS,NBA,SF,26,286,.383,17.9,.432,.198,.049,.062,.123,.568,.371,.313,.250,.400,.500,.391,.692,.025,2,.944,.370,.529,0,0
2011-12,22,SAS,NBA,SG,51,603,.379,14.0,.609,.322,.121,.040,.126,.391,.443,.679,.238,.429,.045,.279,.681,.057,7,1.000,.471,.344,1,0
2012-13,23,TOT,NBA,SG-SF,39,401,.413,15.5,.524,.294,.103,.048,.079,.476,.470,.486,.462,.333,.500,.350,.484,.056,6,.905,.350,.476,1,0
2012-13,23,SAS,NBA,SF,10,94,.440,14.1,.560,.320,.120,.000,.120,.440,.429,.375,.333,,.667,.455,.667,.080,1,.600,.455,.600,0,0
2012-13,23,HOU,NBA,SG,29,307,.406,15.9,.515,.287,.099,.059,.069,.485,.481,.517,.500,.333,.429,.327,.440,.050,5,1.000,.327,.438,1,0
2013-14,24,PHI,NBA,SG,80,2309,.431,15.1,.510,.308,.098,.049,.056,.490,.530,.661,.343,.314,.325,.328,.680,.057,37,.904,.271,.316,2,0
2015-16,26,SAC,NBA,SG,51,721,.376,14.8,.517,.253,.152,.051,.062,.483,.478,.622,.407,.000,.455,.267,.523,.039,6,.870,.198,.412,1,0
Career,,,NBA,,247,4320,.411,15.1,.521,.294,.106,.049,.073,.479,.495,.627,.348,.290,.312,.321,.641,.053,58,.913,.298,.368,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAS,NBA,,87,983,.386,15.2,.554,.286,.100,.043,.125,.446,.426,.575,.250,.417,.229,.336,.682,.050,10,.929,.432,.426,1,0
1 season,,PHI,NBA,,80,2309,.431,15.1,.510,.308,.098,.049,.056,.490,.530,.661,.343,.314,.325,.328,.680,.057,37,.904,.271,.316,2,0
1 season,,SAC,NBA,,51,721,.376,14.8,.517,.253,.152,.051,.062,.483,.478,.622,.407,.000,.455,.267,.523,.039,6,.870,.198,.412,1,0
1 season,,HOU,NBA,,29,307,.406,15.9,.515,.287,.099,.059,.069,.485,.481,.517,.500,.333,.429,.327,.440,.050,5,1.000,.327,.438,1,0
