Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Andrew Levane,,1.8,-0.4,-0.6
Rodney White,58.3,1.8,-0.2,-0.4
Dick Gibbs,49.9,2.1,-0.1,-0.6
Jonathan Bender,37.3,2,-0.1,-0.2
Dominic McGuire,37.0,1.7,0,-0.2
Gene Stump,37.0,2.1,-0.2,-0.8
John Rudometkin,34.0,1.6,-0.1,-0.5
Lou Amundson,25.7,1.8,0.1,0.1
LeRon Ellis,23.3,1.6,-0.1,-0.2
Dorell Wright,22.4,1.9,0.2,-0.1
Keith Erickson,21.9,2.1,0.2,-0.2
