Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28,ROC,BAA,,36,NA,NA,55,193,0.285,13,21,0.619,NA,39,37,123
1949-50,29,SYR,NBA,,60,NA,NA,139,418,0.333,54,85,0.635,NA,156,106,332
1952-53,32,MLH,NBA,SG,7,NA,68,3,24,0.125,2,3,0.667,9,9,15,8
Career,NA,,TOT,,103,NA,68,197,635,0.31,69,109,0.633,9,204,158,463
,NA,,NBA,,67,NA,68,142,442,0.321,56,88,0.636,9,165,121,340
,NA,,BAA,,36,NA,NA,55,193,0.285,13,21,0.619,NA,39,37,123
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,,60,NA,NA,139,418,0.333,54,85,0.635,NA,156,106,332
1 season,NA,ROC,BAA,,36,NA,NA,55,193,0.285,13,21,0.619,NA,39,37,123
1 season,NA,MLH,NBA,,7,NA,68,3,24,0.125,2,3,0.667,9,9,15,8
