Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,28,ROC,BAA,,36,NA,NA,0.304,0.109,NA,NA,NA,NA,NA,-0.9,0.3,-0.6,NA
1949-50,29,SYR,NBA,,60,NA,NA,0.365,0.203,NA,NA,NA,NA,NA,-0.2,2,1.8,NA
1952-53,32,MLH,NBA,SG,7,68,-4.1,0.158,0.125,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,-0.275
Career,NA,,TOT,,103,68,-4.1,0.339,0.172,NA,NA,NA,NA,NA,-1.6,2.4,0.8,-0.275
,NA,,NBA,,67,68,-4.1,0.354,0.199,NA,NA,NA,NA,NA,-0.7,2.1,1.4,-0.275
,NA,,BAA,,36,NA,NA,0.304,0.109,NA,NA,NA,NA,NA,-0.9,0.3,-0.6,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,,60,NA,NA,0.365,0.203,NA,NA,NA,NA,NA,-0.2,2,1.8,NA
1 season,NA,ROC,BAA,,36,NA,NA,0.304,0.109,NA,NA,NA,NA,NA,-0.9,0.3,-0.6,NA
1 season,NA,MLH,NBA,,7,68,-4.1,0.158,0.125,NA,NA,NA,NA,NA,-0.5,0.1,-0.4,-0.275
