Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,27,PIT,BAA,NA,47,NA,NA,55,187,0.294,71,129,0.55,NA,9,94,181
Career,NA,,BAA,NA,47,NA,NA,55,187,0.294,71,129,0.55,NA,9,94,181
