,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2015-16,18,LSU,27,357,35,109,18,67,19,27,10,32,22,12,3,17,18,107,.321,.269,.704,13.2,4.0,1.2,0.8
2016-17,19,LSU,31,853,121,255,39,115,78,100,18,96,42,19,14,63,55,359,.475,.339,.780,27.5,11.6,3.1,1.4
2017-18,20,LSU,27,510,70,147,28,80,40,57,18,70,22,21,2,27,44,208,.476,.350,.702,18.9,7.7,2.6,0.8
Career,,,85,1720,226,511,85,262,137,184,46,198,86,52,19,107,117,674,.442,.324,.745,20.2,7.9,2.3,1.0
