,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1999-00,18,WCAROLINA,28,784,178,420,54,149,69,90,,151,28,46,13,48,73,479,.424,.362,.767,28.0,17.1,5.4,1.0
2001-02,20,GEORGIA,29,980,212,470,49,150,65,85,,152,45,34,14,60,52,538,.451,.327,.765,33.8,18.6,5.2,1.6
2002-03,21,GEORGIA,27,872,185,368,54,127,69,88,,119,54,31,12,38,64,493,.503,.425,.784,32.3,18.3,4.4,2.0
Career,,,84,2636,575,1258,157,426,203,263,,422,127,111,39,146,189,1510,.457,.369,.772,31.4,18.0,5.0,1.5
