Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,22,NOJ,NBA,SF,6,25,25.3,0.533,0.846,11.6,8.3,10,14.4,5.3,0,NA,0,0,0.1,0.109,NA,-3.1,0.3,-2.7,0.1
Career,NA,,NBA,,6,25,25.3,0.533,0.846,11.6,8.3,10,14.4,5.3,0,NA,0,0,0.1,0.109,NA,-3.1,0.3,-2.7,0.1
