Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,22,CHI,NBA,PF,82,NA,2791,498,1051,0.474,1,7,0.143,497,1044,0.476,0.474,337,416,0.81,223,550,773,182,60,129,210,313,1334
1980-81,23,CHI,NBA,PF,82,NA,2710,481,989,0.486,0,2,0,481,987,0.487,0.486,217,290,0.748,243,481,724,218,77,124,192,282,1179
1981-82,24,CHI,NBA,PF,82,82,2914,480,1014,0.473,0,3,0,480,1011,0.475,0.473,240,291,0.825,192,594,786,262,70,93,180,292,1200
1982-83,25,CHI,NBA,PF,79,61,2355,312,686,0.455,0,4,0,312,682,0.457,0.455,165,233,0.708,217,548,765,151,54,90,154,261,789
1983-84,26,CHI,NBA,PF,78,76,2718,369,753,0.49,0,1,0,369,752,0.491,0.49,213,289,0.737,214,572,786,139,67,72,149,265,951
1984-85,27,CHI,NBA,PF,61,28,1523,152,332,0.458,0,1,0,152,331,0.459,0.458,67,94,0.713,108,280,388,78,34,18,63,190,371
1985-86,28,SAS,NBA,PF,68,24,1910,198,388,0.51,0,1,0,198,387,0.512,0.51,142,184,0.772,151,380,531,90,37,52,113,207,538
1986-87,29,SAS,NBA,PF,79,78,2587,336,655,0.513,3,6,0.5,333,649,0.513,0.515,241,307,0.785,256,527,783,237,71,50,161,248,916
1987-88,30,SAS,NBA,PF,45,40,1236,151,328,0.46,0,2,0,151,326,0.463,0.46,83,111,0.748,92,208,300,97,33,22,74,134,385
1988-89,31,TOT,NBA,PF,67,18,1403,167,395,0.423,0,0,NA,167,395,0.423,0.423,132,176,0.75,140,262,402,96,47,52,91,201,466
1988-89,31,SAS,NBA,PF,38,15,912,105,247,0.425,0,0,NA,105,247,0.425,0.425,84,105,0.8,92,146,238,55,30,24,55,123,294
1988-89,31,DEN,NBA,PF,29,3,491,62,148,0.419,0,0,NA,62,148,0.419,0.419,48,71,0.676,48,116,164,41,17,28,36,78,172
1989-90,32,DET,NBA,PF,37,0,205,22,52,0.423,0,0,NA,22,52,0.423,0.423,16,29,0.552,24,54,78,12,4,9,16,40,60
1990-91,33,SAS,NBA,PF,63,11,1018,85,169,0.503,0,2,0,85,167,0.509,0.503,69,94,0.734,61,160,221,52,29,25,71,172,239
Career,NA,,NBA,,823,418,23370,3251,6812,0.477,4,29,0.138,3247,6783,0.479,0.478,1922,2514,0.765,1921,4616,6537,1614,583,736,1474,2605,8428
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,464,247,15011,2292,4825,0.475,1,18,0.056,2291,4807,0.477,0.475,1239,1613,0.768,1197,3025,4222,1030,362,526,948,1603,5824
5 seasons,NA,SAS,NBA,,293,168,7663,875,1787,0.49,3,11,0.273,872,1776,0.491,0.49,619,801,0.773,652,1421,2073,531,200,173,474,884,2372
1 season,NA,DET,NBA,,37,0,205,22,52,0.423,0,0,NA,22,52,0.423,0.423,16,29,0.552,24,54,78,12,4,9,16,40,60
1 season,NA,DEN,NBA,,29,3,491,62,148,0.419,0,0,NA,62,148,0.419,0.419,48,71,0.676,48,116,164,41,17,28,36,78,172
