Season,Team,Lg,Salary
1984-85,Chicago Bulls,NBA,"$550,000"
1985-86,San Antonio Spurs,NBA,"$600,000"
1987-88,San Antonio Spurs,NBA,"$700,000"
1988-89,San Antonio Spurs,NBA,"$700,000"
1990-91,San Antonio Spurs,NBA,"$650,000"
1991-92,San Antonio Spurs,NBA,"$100,000"
Career,(may be incomplete),,"$3,300,000"
