Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1980-81,23,CHI,NBA,PF,6,NA,212,12,20.4,0.586,0,0.5,0,12,19.9,0.6,1.2,2.8,0.417,3.8,6.6,10.3,2.6,2.1,1.2,2.1,6.1,25.1,NA,118,107
1984-85,27,CHI,NBA,PF,4,4,139,5.3,9.9,0.536,0,0,NA,5.3,9.9,0.536,2.8,3.6,0.8,3.6,7.5,11,1.8,2.1,1.4,2.5,5,13.5,NA,113,112
1985-86,28,SAS,NBA,PF,3,3,101,5.6,10.8,0.522,0,0,NA,5.6,10.8,0.522,2.8,3.8,0.75,0.5,8,8.5,1.4,1.4,0.5,0.5,5.6,14.1,NA,112,121
1988-89,31,DEN,NBA,PF,3,0,34,2.6,7.9,0.333,0,0,NA,2.6,7.9,0.333,1.3,2.6,0.5,2.6,11.8,14.4,1.3,1.3,1.3,7.9,9.2,6.6,NA,50,109
1989-90,32,DET,NBA,PF,5,0,47,2.2,4.4,0.5,0,0,NA,2.2,4.4,0.5,1.1,4.4,0.25,2.2,7.8,10,0,2.2,0,2.2,12.2,5.5,NA,75,100
1990-91,33,SAS,NBA,PF,1,0,5,9.5,9.5,1,0,0,NA,9.5,9.5,1,0,0,NA,9.5,9.5,19,19,0,0,9.5,0,19,NA,123,116
Career,NA,,NBA,,22,7,538,7.6,13.6,0.557,0,0.2,0,7.6,13.4,0.565,1.9,3.3,0.583,2.9,7.6,10.5,2,1.9,1,2.4,6.4,17,NA,109,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,10,4,351,9.3,16.2,0.574,0,0.3,0,9.3,16,0.584,1.8,3.1,0.591,3.7,6.9,10.6,2.3,2.1,1.3,2.3,5.6,20.5,NA,117,109
1 season,NA,DET,NBA,,5,0,47,2.2,4.4,0.5,0,0,NA,2.2,4.4,0.5,1.1,4.4,0.25,2.2,7.8,10,0,2.2,0,2.2,12.2,5.5,NA,75,100
2 seasons,NA,SAS,NBA,,4,3,106,5.8,10.7,0.542,0,0,NA,5.8,10.7,0.542,2.7,3.6,0.75,0.9,8.1,9,2.2,1.3,0.4,0.9,5.4,14.3,NA,113,120
1 season,NA,DEN,NBA,,3,0,34,2.6,7.9,0.333,0,0,NA,2.6,7.9,0.333,1.3,2.6,0.5,2.6,11.8,14.4,1.3,1.3,1.3,7.9,9.2,6.6,NA,50,109
