,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1979-80,22,CHI,NBA,,13,,1,,,,12,13,,,,,,,,,31,
1980-81,23,CHI,NBA,,14,23,0,,14,,9,11,,,19,,,,,,28,
1981-82,24,CHI,NBA,,13,20,0,3,13,20,9,10,,,21,,,,,6,35,
1982-83,25,CHI,NBA,,10,18,0,,10,,8,10,,,21,8,,6,,6,27,
1983-84,26,CHI,NBA,,13,19,0,1,13,19,10,12,7,17,22,7,4,7,6,6,32,28.4
1984-85,27,CHI,NBA,,9,13,0,1,9,13,6,8,8,13,16,5,3,3,4,6,20,17.9
1985-86,28,SAS,NBA,,10,13,0,1,10,13,8,9,8,14,20,5,3,5,5,6,27,22.6
1986-87,29,SAS,NBA,,12,19,1,2,12,19,12,14,10,14,23,10,5,3,6,6,31,29.6
1987-88,30,SAS,NBA,,8,15,0,1,8,15,7,9,6,12,15,6,5,3,5,6,23,19.0
1988-89,31,TOT,NBA,,10,15,0,0,10,15,7,10,8,12,17,8,3,4,4,6,23,27.8
1988-89,31,SAS,NBA,,10,15,0,0,10,15,7,10,8,11,17,6,3,4,4,6,23,27.8
1988-89,31,DEN,NBA,,7,14,0,0,7,14,7,9,4,12,14,8,3,4,3,6,17,21.7
1989-90,32,DET,NBA,,3,4,0,0,3,4,3,4,3,6,7,2,1,2,2,3,6,6.6
1990-91,33,SAS,NBA,,6,7,0,1,6,7,5,6,3,10,13,4,4,2,4,6,15,12.4
Career,,,,,14,,1,,,,12,14,,,,,,,,,35,
6 Seasons,,CHI,NBA,,14,,1,,,,12,13,,,,,,,,,35,
5 Seasons,,SAS,NBA,,12,19,1,2,12,19,12,14,10,14,23,10,5,5,6,6,31,29.6
1 Season,,DET,NBA,,3,4,0,0,3,4,3,4,3,6,7,2,1,2,2,3,6,6.6
1 Season,,DEN,NBA,,7,14,0,0,7,14,7,9,4,12,14,8,3,4,3,6,17,21.7
