Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,23,CHZ,NBA,C,60,,9.8,3.0,5.9,.513,,,,3.0,5.9,.513,.513,1.3,2.0,.672,,,2.7,0.6,,2.0,7.4
1963-64,24,TOT,NBA,C,74,,24.1,6.2,12.7,.487,,,,6.2,12.7,.487,.487,2.8,3.8,.723,,,5.6,1.6,,2.9,15.1
1963-64,24,BAL,NBA,C,6,,7.8,1.8,4.0,.458,,,,1.8,4.0,.458,.458,1.5,1.8,.818,,,2.7,0.0,,0.8,5.2
1963-64,24,NYK,NBA,C,68,,25.5,6.5,13.4,.487,,,,6.5,13.4,.487,.487,2.9,4.0,.720,,,5.9,1.8,,3.1,16.0
1964-65,25,TOT,NBA,C,24,,5.5,0.9,2.7,.323,,,,0.9,2.7,.323,.323,0.5,0.7,.765,,,1.5,0.4,,1.3,2.3
1964-65,25,STL,NBA,C,16,,6.0,0.9,2.8,.311,,,,0.9,2.8,.311,.311,0.8,1.0,.750,,,1.5,0.4,,1.6,2.5
1964-65,25,LAL,NBA,C,8,,4.6,0.9,2.5,.350,,,,0.9,2.5,.350,.350,0.1,0.1,1.000,,,1.5,0.4,,0.8,1.9
1965-66,26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1966-67,27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1967-68,28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1968-69,29,DNR,ABA,C,78,,22.6,5.3,9.6,.552,0.0,0.0,,5.3,9.6,.552,.552,2.3,3.4,.682,1.9,4.0,5.9,1.3,1.9,3.7,12.8
1969-70,30,TOT,ABA,C,59,,14.1,3.4,6.3,.545,0.0,0.0,,3.4,6.3,.545,.545,1.3,1.8,.713,0.9,2.7,3.6,1.0,1.4,2.4,8.1
1969-70,30,LAS,ABA,C,27,,18.2,4.9,8.6,.565,0.0,0.0,,4.9,8.6,.565,.565,1.8,2.3,.762,1.2,3.2,4.4,1.1,1.6,2.9,11.5
1969-70,30,PTP,ABA,C,8,,19.6,5.0,9.5,.526,0.0,0.0,,5.0,9.5,.526,.526,1.8,2.6,.667,1.1,3.8,4.9,1.6,2.3,2.5,11.8
1969-70,30,DLC,ABA,C,24,,7.5,1.3,2.5,.492,0.0,0.0,,1.3,2.5,.492,.492,0.6,1.0,.625,0.5,1.8,2.4,0.7,1.0,1.7,3.1
Career,NA,,TOT,,295,,17.3,4.3,8.4,.514,0.0,0.0,,4.3,8.4,.514,.514,1.9,2.7,.701,1.5,3.5,4.4,1.1,1.7,2.7,10.5
,NA,,NBA,,158,,15.9,4.2,8.6,.486,,,,4.2,8.6,.486,.486,1.9,2.6,.711,,,3.9,1.1,,2.3,10.2
,NA,,ABA,,137,,18.9,4.5,8.1,.549,0.0,0.0,,4.5,8.1,.549,.549,1.9,2.7,.691,1.5,3.5,4.9,1.2,1.7,3.1,10.8
,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,NA,DNR,ABA,,78,,22.6,5.3,9.6,.552,0.0,0.0,,5.3,9.6,.552,.552,2.3,3.4,.682,1.9,4.0,5.9,1.3,1.9,3.7,12.8
1 season,NA,NYK,NBA,,68,,25.5,6.5,13.4,.487,,,,6.5,13.4,.487,.487,2.9,4.0,.720,,,5.9,1.8,,3.1,16.0
2 seasons,NA,"CHZ,BAL",NBA,,66,,9.7,2.9,5.7,.509,,,,2.9,5.7,.509,.509,1.3,2.0,.685,,,2.7,0.6,,1.9,7.2
1 season,NA,LAS,ABA,,27,,18.2,4.9,8.6,.565,0.0,0.0,,4.9,8.6,.565,.565,1.8,2.3,.762,1.2,3.2,4.4,1.1,1.6,2.9,11.5
1 season,NA,DLC,ABA,,24,,7.5,1.3,2.5,.492,0.0,0.0,,1.3,2.5,.492,.492,0.6,1.0,.625,0.5,1.8,2.4,0.7,1.0,1.7,3.1
1 season,NA,STL,NBA,,16,,6.0,0.9,2.8,.311,,,,0.9,2.8,.311,.311,0.8,1.0,.750,,,1.5,0.4,,1.6,2.5
1 season,NA,LAL,NBA,,8,,4.6,0.9,2.5,.350,,,,0.9,2.5,.350,.350,0.1,0.1,1.000,,,1.5,0.4,,0.8,1.9
1 season,NA,PTP,ABA,,8,,19.6,5.0,9.5,.526,0.0,0.0,,5.0,9.5,.526,.526,1.8,2.6,.667,1.1,3.8,4.9,1.6,2.3,2.5,11.8
