Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1962-63,23,CHZ,NBA,C,60,NA,590,181,353,0.513,NA,NA,NA,181,353,0.513,0.513,80,119,0.672,NA,NA,161,38,NA,118,442
1963-64,24,TOT,NBA,C,74,NA,1784,456,937,0.487,NA,NA,NA,456,937,0.487,0.487,204,282,0.723,NA,NA,414,121,NA,217,1116
1963-64,24,BAL,NBA,C,6,NA,47,11,24,0.458,NA,NA,NA,11,24,0.458,0.458,9,11,0.818,NA,NA,16,0,NA,5,31
1963-64,24,NYK,NBA,C,68,NA,1737,445,913,0.487,NA,NA,NA,445,913,0.487,0.487,195,271,0.72,NA,NA,398,121,NA,212,1085
1964-65,25,TOT,NBA,C,24,NA,133,21,65,0.323,NA,NA,NA,21,65,0.323,0.323,13,17,0.765,NA,NA,36,9,NA,32,55
1964-65,25,STL,NBA,C,16,NA,96,14,45,0.311,NA,NA,NA,14,45,0.311,0.311,12,16,0.75,NA,NA,24,6,NA,26,40
1964-65,25,LAL,NBA,C,8,NA,37,7,20,0.35,NA,NA,NA,7,20,0.35,0.35,1,1,1,NA,NA,12,3,NA,6,15
1968-69,29,DNR,ABA,C,78,NA,1760,411,745,0.552,0,0,NA,411,745,0.552,0.552,180,264,0.682,145,315,460,102,149,289,1002
1969-70,30,TOT,ABA,C,59,NA,830,201,369,0.545,0,0,NA,201,369,0.545,0.545,77,108,0.713,55,160,215,60,84,140,479
1969-70,30,LAS,ABA,C,27,NA,492,131,232,0.565,0,0,NA,131,232,0.565,0.565,48,63,0.762,33,86,119,30,42,79,310
1969-70,30,PTP,ABA,C,8,NA,157,40,76,0.526,0,0,NA,40,76,0.526,0.526,14,21,0.667,9,30,39,13,18,20,94
1969-70,30,DLC,ABA,C,24,NA,181,30,61,0.492,0,0,NA,30,61,0.492,0.492,15,24,0.625,13,44,57,17,24,41,75
Career,NA,,TOT,,295,NA,5097,1270,2469,0.514,0,0,NA,1270,2469,0.514,0.514,554,790,0.701,200,475,1286,330,233,796,3094
,NA,,NBA,,158,NA,2507,658,1355,0.486,NA,NA,NA,658,1355,0.486,0.486,297,418,0.711,NA,NA,611,168,NA,367,1613
,NA,,ABA,,137,NA,2590,612,1114,0.549,0,0,NA,612,1114,0.549,0.549,257,372,0.691,200,475,675,162,233,429,1481
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,78,NA,1760,411,745,0.552,0,0,NA,411,745,0.552,0.552,180,264,0.682,145,315,460,102,149,289,1002
1 season,NA,NYK,NBA,,68,NA,1737,445,913,0.487,NA,NA,NA,445,913,0.487,0.487,195,271,0.72,NA,NA,398,121,NA,212,1085
2 seasons,NA,"CHZ,BAL",NBA,,66,NA,637,192,377,0.509,NA,NA,NA,192,377,0.509,0.509,89,130,0.685,NA,NA,177,38,NA,123,473
1 season,NA,LAS,ABA,,27,NA,492,131,232,0.565,0,0,NA,131,232,0.565,0.565,48,63,0.762,33,86,119,30,42,79,310
1 season,NA,DLC,ABA,,24,NA,181,30,61,0.492,0,0,NA,30,61,0.492,0.492,15,24,0.625,13,44,57,17,24,41,75
1 season,NA,STL,NBA,,16,NA,96,14,45,0.311,NA,NA,NA,14,45,0.311,0.311,12,16,0.75,NA,NA,24,6,NA,26,40
1 season,NA,LAL,NBA,,8,NA,37,7,20,0.35,NA,NA,NA,7,20,0.35,0.35,1,1,1,NA,NA,12,3,NA,6,15
1 season,NA,PTP,ABA,,8,NA,157,40,76,0.526,0,0,NA,40,76,0.526,0.526,14,21,0.667,9,30,39,13,18,20,94
