Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1962-63,23,CHZ,NBA,C,60,590,21.5,0.545,NA,0.337,NA,NA,NA,NA,NA,NA,NA,2,0.2,2.2,0.176
1963-64,24,TOT,NBA,C,74,1784,18.7,0.526,NA,0.301,NA,NA,NA,NA,NA,NA,NA,4.5,0.2,4.6,0.124
1963-64,24,BAL,NBA,C,6,47,21,0.537,NA,0.458,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.2,0.175
1963-64,24,NYK,NBA,C,68,1737,18.7,0.526,NA,0.297,NA,NA,NA,NA,NA,NA,NA,4.3,0.1,4.5,0.123
1964-65,25,TOT,NBA,C,24,133,8.3,0.379,NA,0.262,NA,NA,NA,9.8,NA,NA,NA,-0.3,0.1,-0.1,-0.04
1964-65,25,STL,NBA,C,16,96,7.5,0.384,NA,0.356,NA,NA,NA,8.9,NA,NA,NA,-0.2,0.1,-0.1,-0.027
1964-65,25,LAL,NBA,C,8,37,10.3,0.367,NA,0.05,NA,NA,NA,12.1,NA,NA,NA,-0.1,0,-0.1,-0.073
1968-69,29,DNR,ABA,C,78,1760,19.7,0.582,0,0.354,NA,NA,11.9,8.6,14.8,21.5,NA,5.3,1.7,7.1,0.193
1969-70,30,TOT,ABA,C,59,830,18,0.575,0,0.293,NA,NA,11.3,11,16.8,22.1,NA,2.4,0.8,3.1,0.181
1969-70,30,LAS,ABA,C,27,492,20.7,0.597,0,0.272,NA,NA,10.6,10,13.9,22.7,NA,1.8,0.5,2.2,0.219
1969-70,30,PTP,ABA,C,8,157,18.4,0.551,0,0.276,NA,NA,10.5,12.5,17.4,23.7,NA,0.4,0.1,0.5,0.156
1969-70,30,DLC,ABA,C,24,181,10.5,0.524,0,0.393,NA,NA,13.8,12.3,25.1,19,NA,0.2,0.2,0.4,0.098
Career,NA,,TOT,,295,5097,19,0.549,0,0.32,NA,NA,11.7,9.4,15.4,21.7,NA,13.9,3,16.9,0.159
,NA,,NBA,,158,2507,18.8,0.524,NA,0.308,NA,NA,NA,9.8,NA,NA,NA,6.2,0.5,6.7,0.128
,NA,,ABA,,137,2590,19.2,0.58,0,0.334,NA,NA,11.7,9.4,15.4,21.7,NA,7.7,2.5,10.2,0.189
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,DNR,ABA,,78,1760,19.7,0.582,0,0.354,NA,NA,11.9,8.6,14.8,21.5,NA,5.3,1.7,7.1,0.193
1 season,NA,NYK,NBA,,68,1737,18.7,0.526,NA,0.297,NA,NA,NA,NA,NA,NA,NA,4.3,0.1,4.5,0.123
2 seasons,NA,"CHZ,BAL",NBA,,66,637,21.4,0.545,NA,0.345,NA,NA,NA,NA,NA,NA,NA,2.1,0.2,2.3,0.176
1 season,NA,LAS,ABA,,27,492,20.7,0.597,0,0.272,NA,NA,10.6,10,13.9,22.7,NA,1.8,0.5,2.2,0.219
1 season,NA,DLC,ABA,,24,181,10.5,0.524,0,0.393,NA,NA,13.8,12.3,25.1,19,NA,0.2,0.2,0.4,0.098
1 season,NA,STL,NBA,,16,96,7.5,0.384,NA,0.356,NA,NA,NA,8.9,NA,NA,NA,-0.2,0.1,-0.1,-0.027
1 season,NA,LAL,NBA,,8,37,10.3,0.367,NA,0.05,NA,NA,NA,12.1,NA,NA,NA,-0.1,0,-0.1,-0.073
1 season,NA,PTP,ABA,,8,157,18.4,0.551,0,0.276,NA,NA,10.5,12.5,17.4,23.7,NA,0.4,0.1,0.5,0.156
