,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,21,TOR,NBA,PF,65,1602,,,1%,56%,43%,-10.1,-5.5,18,11,127,7,65,2,83,19,35
2011-12,22,TOR,NBA,PF,66,1534,,,,44%,56%,-8.0,-8.2,19,24,81,14,51,2,135,12,20
2012-13,23,TOT,NBA,C-PF,81,1631,,,,36%,64%,-0.6,-2.7,10,19,96,21,86,2,147,19,37
2012-13,23,TOR,NBA,C,45,1087,,,,32%,68%,-4.7,-4.2,7,13,57,15,55,2,130,14,22
2012-13,23,MEM,NBA,PF,36,544,,,,44%,56%,+7.5,+3.2,3,6,39,6,31,0,17,5,15
2013-14,24,MEM,NBA,PF,63,956,,,,49%,51%,+4.1,+2.7,8,15,59,11,47,1,59,11,25
2014-15,25,LAL,NBA,PF,79,1840,,,9%,67%,24%,-7.2,-0.1,12,26,122,11,100,2,218,25,51
2015-16,26,POR,NBA,PF,81,1684,,,,55%,45%,+1.3,+0.8,13,23,115,19,96,6,208,26,25
2016-17,27,POR,NBA,PF,46,789,,,,57%,43%,-6.4,-7.6,9,12,82,12,29,3,62,3,21
2017-18,28,POR,NBA,C,78,1471,,,,57%,43%,+4.2,+2.1,11,19,110,24,58,5,104,15,30
2018-19,29,BRK,NBA,C,81,1446,,,,,100%,+4.2,+6.7,13,15,120,27,79,5,156,16,24
2019-20,30,UTA,NBA,C,25,268,,,,,100%,-15.3,-20.0,4,1,33,4,3,0,19,1,4
Career,,,NBA,,665,13221,,,1%,46%,53%,-2.5,-1.6,117,165,945,150,614,28,1191,147,272
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,POR,NBA,,205,3944,,,,56%,44%,+0.8,-0.4,33,54,307,55,183,14,374,44,76
3 seasons,,TOR,NBA,,176,4223,,,,45%,54%,-8.0,-6.2,44,48,265,36,171,6,348,45,77
2 seasons,,MEM,NBA,,99,1500,,,,47%,53%,+5.3,+2.9,11,21,98,17,78,1,76,16,40
1 season,,BRK,NBA,,81,1446,,,,,100%,+4.2,+6.7,13,15,120,27,79,5,156,16,24
1 season,,LAL,NBA,,79,1840,,,9%,67%,24%,-7.2,-0.1,12,26,122,11,100,2,218,25,51
1 season,,UTA,NBA,,25,268,,,,,100%,-15.3,-20.0,4,1,33,4,3,0,19,1,4
