,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2012-13,23,TOT,NBA,12:40,3,4,0,0,3,4,3,4,2,5,6,0,0,1,1,2,6,6.6
2012-13,23,MEM,NBA,12:40,3,4,0,0,3,4,3,4,2,5,6,0,0,1,1,2,6,6.6
2013-14,24,MEM,NBA,9:20,1,5,0,0,1,5,0,1,4,3,6,0,1,2,1,1,2,3.6
2015-16,26,POR,NBA,29:35,5,8,0,1,5,7,6,8,6,8,12,4,1,3,2,6,11,11.8
2017-18,28,POR,NBA,20:58,3,6,0,0,3,6,1,2,5,8,13,0,0,1,2,3,6,6.6
2018-19,29,BRK,NBA,25:07,5,7,0,0,5,7,2,2,3,13,16,2,0,1,0,4,12,14.9
Career,,,,29:35,5,8,0,1,5,7,6,8,6,13,16,4,1,3,2,6,12,14.9
2 Seasons,,MEM,NBA,12:40,3,5,0,0,3,5,3,4,4,5,6,0,1,2,1,2,6,6.6
2 Seasons,,POR,NBA,29:35,5,8,0,1,5,7,6,8,6,8,13,4,1,3,2,6,11,11.8
1 Season,,BRK,NBA,25:07,5,7,0,0,5,7,2,2,3,13,16,2,0,1,0,4,12,14.9
