Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,CHI,NBA,PG,76,NA,19.4,3.6,8.6,0.42,1.8,2.7,0.658,NA,NA,3,2.2,NA,NA,2.3,8.9
1968-69,25,CHI,NBA,PG,79,NA,36.4,6.8,16.1,0.421,3.6,4.6,0.781,NA,NA,4.5,3.9,NA,NA,2.9,17.2
1969-70,26,CHI,NBA,SG,82,NA,39.2,8.1,18.1,0.45,4,5.2,0.783,NA,NA,4.6,7.6,NA,NA,2.9,20.3
1970-71,27,PHO,NBA,PG,82,NA,33.7,6.9,15.6,0.44,4.1,5.3,0.784,NA,NA,4,4.7,NA,NA,2.5,17.8
1971-72,28,PHO,NBA,PG,79,NA,31.1,6.4,13.3,0.483,2.8,3.3,0.853,NA,NA,3.4,3.7,NA,NA,2.5,15.7
1972-73,29,PHO,NBA,SG,77,NA,20.5,4.4,9.5,0.464,1.7,2,0.833,NA,NA,2.2,2.6,NA,NA,1.9,10.5
1973-74,30,PHO,NBA,SG,81,NA,22.5,4.5,9.8,0.46,2.1,2.5,0.842,1,1.8,2.7,3.2,1,0.2,2,11.1
1974-75,31,WSB,NBA,SG,70,NA,10,1.6,4.1,0.397,0.8,0.9,0.841,0.4,0.7,1.1,1.1,0.3,0.1,1,4
1975-76,32,WSB,NBA,SG,55,NA,13.4,2.7,4.9,0.55,1,1.2,0.831,0.2,0.8,1,1.3,0.4,0.1,1.4,6.4
Career,NA,,NBA,,681,NA,25.9,5.2,11.5,0.449,2.5,3.2,0.792,0.6,1.2,3.1,3.5,0.6,0.1,2.2,12.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,319,NA,27,5.6,12.1,0.46,2.7,3.3,0.82,1,1.8,3.1,3.6,1,0.2,2.2,13.8
3 seasons,NA,CHI,NBA,,237,NA,31.9,6.2,14.4,0.433,3.2,4.2,0.757,NA,NA,4.1,4.6,NA,NA,2.7,15.6
2 seasons,NA,WSB,NBA,,125,NA,11.5,2.1,4.5,0.47,0.9,1,0.836,0.3,0.7,1.1,1.2,0.4,0.1,1.2,5.1
