Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,CHI,NBA,PG,76,NA,1477,6.7,15.8,0.42,3.2,4.9,0.658,NA,NA,5.5,4,NA,NA,4.3,16.5
1968-69,25,CHI,NBA,PG,79,NA,2874,6.7,16,0.421,3.5,4.5,0.781,NA,NA,4.5,3.8,NA,NA,2.9,17
1969-70,26,CHI,NBA,SG,82,NA,3214,7.5,16.6,0.45,3.7,4.7,0.783,NA,NA,4.2,7,NA,NA,2.7,18.7
1970-71,27,PHO,NBA,PG,82,NA,2764,7.3,16.6,0.44,4.4,5.6,0.784,NA,NA,4.2,5,NA,NA,2.7,19
1971-72,28,PHO,NBA,PG,79,NA,2453,7.5,15.5,0.483,3.2,3.8,0.853,NA,NA,4,4.3,NA,NA,2.8,18.2
1972-73,29,PHO,NBA,SG,77,NA,1581,7.7,16.6,0.464,3,3.6,0.833,NA,NA,3.9,4.6,NA,NA,3.3,18.4
1973-74,30,PHO,NBA,SG,81,NA,1822,7.2,15.6,0.46,3.4,4,0.842,1.5,2.8,4.4,5.1,1.6,0.3,3.3,17.8
1974-75,31,WSB,NBA,SG,70,NA,702,5.9,14.9,0.397,2.7,3.2,0.841,1.5,2.6,4.1,4.1,1.2,0.3,3.7,14.5
1975-76,32,WSB,NBA,SG,55,NA,737,7.2,13.1,0.55,2.6,3.2,0.831,0.6,2.1,2.6,3.6,1.1,0.4,3.9,17.1
Career,NA,,NBA,,681,NA,17624,7.2,16,0.449,3.5,4.4,0.792,1.3,2.6,4.3,4.9,1.4,0.3,3.1,17.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,319,NA,8620,7.4,16.1,0.46,3.6,4.4,0.82,1.5,2.8,4.1,4.7,1.6,0.3,3,18.4
3 seasons,NA,CHI,NBA,,237,NA,7565,7,16.2,0.433,3.6,4.7,0.757,NA,NA,4.6,5.2,NA,NA,3.1,17.6
2 seasons,NA,WSB,NBA,,125,NA,1439,6.6,14,0.47,2.7,3.2,0.836,1,2.3,3.4,3.8,1.2,0.4,3.8,15.8
