Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,24,CHI,NBA,PG,76,NA,1477,273,650,0.42,133,202,0.658,NA,NA,227,165,NA,NA,175,679
1968-69,25,CHI,NBA,PG,79,NA,2874,537,1275,0.421,282,361,0.781,NA,NA,359,306,NA,NA,230,1356
1969-70,26,CHI,NBA,SG,82,NA,3214,668,1486,0.45,332,424,0.783,NA,NA,378,624,NA,NA,237,1668
1970-71,27,PHO,NBA,PG,82,NA,2764,562,1277,0.44,338,431,0.784,NA,NA,324,383,NA,NA,207,1462
1971-72,28,PHO,NBA,PG,79,NA,2453,509,1054,0.483,220,258,0.853,NA,NA,270,290,NA,NA,194,1238
1972-73,29,PHO,NBA,SG,77,NA,1581,339,731,0.464,130,156,0.833,NA,NA,173,203,NA,NA,143,808
1973-74,30,PHO,NBA,SG,81,NA,1822,364,792,0.46,171,203,0.842,78,144,222,259,81,16,166,899
1974-75,31,WSB,NBA,SG,70,NA,702,115,290,0.397,53,63,0.841,29,51,80,79,23,6,73,283
1975-76,32,WSB,NBA,SG,55,NA,737,148,269,0.55,54,65,0.831,12,42,54,73,23,8,79,350
Career,NA,,NBA,,681,NA,17624,3515,7824,0.449,1713,2163,0.792,119,237,2087,2382,127,30,1504,8743
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,PHO,NBA,,319,NA,8620,1774,3854,0.46,859,1048,0.82,78,144,989,1135,81,16,710,4407
3 seasons,NA,CHI,NBA,,237,NA,7565,1478,3411,0.433,747,987,0.757,NA,NA,964,1095,NA,NA,642,3703
2 seasons,NA,WSB,NBA,,125,NA,1439,263,559,0.47,107,128,0.836,41,93,134,152,46,14,152,633
