Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,29,NYA,ABA,SF,1,NA,21:00,8,11,0.727,0,0,NA,2,3,0.667,3,4,1,NA,NA,2,3,18
Career,NA,,ABA,,1,NA,21,8,11,0.727,0,0,NA,2,3,0.667,3,4,1,NA,NA,2,3,18
