Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,24,VIR,ABA,PG,1,NA,15:00,4,4,1,0,0,NA,6,7,0.857,1,1,3,4,0,0,6,14
Career,NA,,ABA,,1,NA,15,4,4,1,0,0,NA,6,7,0.857,1,1,3,4,0,0,6,14
