Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Billy Shepherd,,1.7,1.3,-0.3
Fred Carter,94.6,1.8,1.3,-0.3
Gary Grant,92.5,1.7,1.3,-0.4
Shane Larkin,90.3,1.7,1.4,-0.1
Will Bynum,88.6,1.9,1.3,-0.1
Rashad McCants,85.5,1.7,1.6,-0.3
Andrew Harrison,84.6,1.7,1.6,-0.1
Raja Bell,84.5,1.7,1.1,-0.1
Sergio Rodríguez,83.8,1.7,0.9,-0.2
Don Putman,82.2,1.7,1.5,-0.5
Fred LaCour,81.1,1.7,1.7,-0.1
