,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,19,CHI,NBA,C,72,1150,,,,,100%,-12.1,-3.6,15,25,85,23,81,0,53,16,60
2002-03,20,CHI,NBA,C,81,1571,,,,,100%,-5.3,+0.2,23,55,116,36,140,0,84,31,49
2003-04,21,CHI,NBA,PF,73,2154,,,,51%,49%,-6.9,+0.1,35,57,112,48,174,0,155,42,97
2004-05,22,CHI,NBA,C,63,1808,,,,,100%,-2.3,-6.6,30,53,88,48,158,0,83,46,59
2005-06,23,NYK,NBA,C,72,1865,,,,,100%,-11.7,-8.8,22,43,98,67,242,5,45,55,46
2006-07,24,NYK,NBA,C,81,2849,,,,3%,97%,-5.8,-8.0,48,85,96,92,311,14,168,77,93
2007-08,25,NYK,NBA,C,59,1530,,,,,100%,-14.7,-11.9,22,43,62,43,153,6,83,33,51
2008-09,26,NYK,NBA,C,3,12,,,,,100%,-58.9,-56.4,0,2,3,0,2,0,0,1,0
2009-10,27,NYK,NBA,C,7,62,,,,,100%,-15.9,-12.3,1,6,4,5,7,1,0,1,2
2011-12,29,MIA,NBA,C,14,83,,,,,100%,-42.0,-50.0,2,3,10,4,4,0,3,0,3
2012-13,30,DAL,NBA,C,2,25,,,,,100%,+5.9,+6.6,0,1,3,2,1,0,0,0,2
Career,,,NBA,,527,13109,,,,9%,91%,-8.2,-6.0,198,373,677,368,1273,26,674,302,462
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,289,6683,,,,17%,83%,-6.2,-2.3,103,190,401,155,553,0,375,135,265
5 seasons,,NYK,NBA,,222,6318,,,,1%,99%,-9.9,-9.3,93,179,263,207,715,26,296,167,192
1 season,,MIA,NBA,,14,83,,,,,100%,-42.0,-50.0,2,3,10,4,4,0,3,0,3
1 season,,DAL,NBA,,2,25,,,,,100%,+5.9,+6.6,0,1,3,2,1,0,0,0,2
