,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,19,CHI,NBA,C,72,1150,.501,3.8,1.000,.634,.202,.109,.056,.000,.501,.615,.303,.293,.333,,.688,.212,71,,,,0,0
2002-03,20,CHI,NBA,C,81,1571,.585,3.6,1.000,.576,.314,.091,.019,.000,.585,.673,.511,.346,.273,,.776,.185,98,,,,0,0
2003-04,21,CHI,NBA,PF,73,2154,.496,4.3,.999,.514,.338,.120,.026,.001,.496,.604,.423,.317,.136,1.000,.726,.127,99,1.000,.000,,0,0
2004-05,22,CHI,NBA,C,63,1808,.538,4.0,1.000,.560,.300,.110,.030,.000,.538,.677,.411,.225,.364,,.723,.199,137,,,,0,0
2005-06,23,NYK,NBA,C,72,1865,.563,2.0,1.000,.709,.273,.017,.002,.000,.563,.652,.331,.600,.000,,.688,.246,131,,,,0,0
2006-07,24,NYK,NBA,C,81,2849,.576,2.6,.999,.630,.333,.031,.006,.001,.575,.667,.432,.290,.333,1.000,.646,.136,129,1.000,1.000,1.000,0,0
2007-08,25,NYK,NBA,C,59,1530,.546,2.9,1.000,.621,.327,.042,.009,.000,.546,.642,.416,.261,.000,,.646,.149,78,,,,0,0
2008-09,26,NYK,NBA,C,3,12,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.500,.000,0,,,,0,0
2009-10,27,NYK,NBA,C,7,62,.381,3.5,1.000,.476,.524,.000,.000,.000,.381,.300,.455,,,,.375,.000,0,,,,0,0
2011-12,29,MIA,NBA,C,14,83,.462,2.5,1.000,.769,.192,.038,.000,.000,.462,.500,.400,.000,,,.667,.192,5,,,,0,0
2012-13,30,DAL,NBA,C,2,25,.500,3.9,1.000,.500,.375,.125,.000,.000,.500,.750,.333,.000,,,.750,.000,0,,,,0,0
Career,,,NBA,,527,13109,.545,3.3,1.000,.601,.308,.072,.019,.000,.544,.648,.417,.297,.261,1.000,.695,.171,748,1.000,.500,1.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,289,6683,.529,4.0,1.000,.560,.301,.109,.030,.000,.529,.643,.428,.292,.276,1.000,.732,.174,405,1.000,.000,,0,0
5 seasons,,NYK,NBA,,222,6318,.563,2.5,1.000,.648,.317,.029,.006,.000,.563,.655,.404,.328,.167,1.000,.655,.168,338,1.000,1.000,1.000,0,0
1 season,,MIA,NBA,,14,83,.462,2.5,1.000,.769,.192,.038,.000,.000,.462,.500,.400,.000,,,.667,.192,5,,,,0,0
1 season,,DAL,NBA,,2,25,.500,3.9,1.000,.500,.375,.125,.000,.000,.500,.750,.333,.000,,,.750,.000,0,,,,0,0
