,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2001-02,19,CHI,NBA,36:36,8,15,0,0,8,15,8,9,8,7,14,2,1,3,5,5,19,16.2
2002-03,20,CHI,NBA,46:52,14,17,0,0,14,17,7,11,6,12,15,3,2,4,5,6,31,24.9
2003-04,21,CHI,NBA,47:00,12,23,1,1,12,23,13,14,6,12,14,5,2,6,6,6,28,25.0
2004-05,22,CHI,NBA,44:40,12,20,0,0,12,20,9,15,7,11,13,3,2,5,7,6,27,21.7
2005-06,23,NYK,NBA,42:45,10,17,0,0,10,17,11,14,7,10,15,2,2,5,6,6,29,21.4
2006-07,24,NYK,NBA,53:50,17,24,1,1,17,24,13,16,7,12,15,3,3,3,9,6,43,38.0
2007-08,25,NYK,NBA,38:21,12,19,0,0,12,19,11,14,6,8,12,2,2,4,7,6,29,26.5
2008-09,26,NYK,NBA,6:48,1,1,0,0,1,1,1,3,0,2,2,0,0,0,2,3,3,1.9
2009-10,27,NYK,NBA,15:50,3,6,0,0,3,6,4,8,3,3,4,0,0,1,3,4,10,4.6
2011-12,29,MIA,NBA,24:08,3,7,0,0,3,7,4,6,2,3,4,1,0,1,4,3,10,4.6
2012-13,30,DAL,NBA,16:44,3,7,0,0,3,7,1,2,2,2,4,0,0,0,2,4,7,2.3
Career,,,,53:50,17,24,1,1,17,24,13,16,8,12,15,5,3,6,9,6,43,38.0
4 Seasons,,CHI,NBA,47:00,14,23,1,1,14,23,13,15,8,12,15,5,2,6,7,6,31,25.0
5 Seasons,,NYK,NBA,53:50,17,24,1,1,17,24,13,16,7,12,15,3,3,5,9,6,43,38.0
1 Season,,MIA,NBA,24:08,3,7,0,0,3,7,4,6,2,3,4,1,0,1,4,3,10,4.6
1 Season,,DAL,NBA,16:44,3,7,0,0,3,7,1,2,2,2,4,0,0,0,2,4,7,2.3
