Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1968-69,22,NOB,ABA,SG,77,1315,11.4,0.491,0.307,0.252,NA,NA,3.8,17.6,NA,16.2,19.6,NA,1,1.4,2.3,0.085
1969-70,23,NOB,ABA,SG,83,1728,10.9,0.47,0.375,0.201,NA,NA,3.1,11.5,NA,10.6,21.7,NA,0.2,1.5,1.6,0.046
1970-71,24,UTS,ABA,SG,71,1414,14.1,0.505,0.193,0.26,NA,NA,3.9,17.7,NA,12.9,21.4,NA,1.2,1.9,3.1,0.107
1971-72,25,UTS,ABA,SG,14,97,6,0.473,0.25,0.194,4,5.4,4.7,17.3,NA,23.5,20.3,NA,0,0.1,0.1,0.037
Career,NA,,ABA,,245,4554,11.9,0.487,0.297,0.233,4,5.4,3.6,15.3,NA,13.1,21,NA,2.4,4.8,7.2,0.076
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NOB,ABA,,160,3043,11.1,0.478,0.348,0.221,NA,NA,3.4,14.1,NA,12.9,20.8,NA,1.1,2.8,4,0.063
2 seasons,NA,UTS,ABA,,85,1511,13.5,0.503,0.196,0.257,4,5.4,4,17.7,NA,13.6,21.4,NA,1.2,2,3.2,0.102
