Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,23,HOU,NBA,PG,6,0,50,5.8,18,0.32,0,7.2,0,5.8,10.8,0.533,6.5,7.9,0.818,0,4.3,4.3,2.2,0,0,2.2,7.9,18
2008-09,24,HOU,NBA,PG,13,13,444,6.2,13.8,0.453,2.2,5.2,0.422,4.1,8.6,0.472,3,3.7,0.804,0.3,2.4,2.8,3.6,0.4,0.2,2.4,2.4,17.7
2012-13,28,HOU,NBA,PG,6,0,67,7,18.3,0.382,0.5,4.8,0.111,6.4,13.4,0.48,1.6,2.7,0.6,1.6,3.2,4.8,5.9,0.5,0.5,3.2,1.6,16.1
2014-15,30,CHI,NBA,PG,12,0,132,5.7,16.6,0.344,2.2,7.1,0.308,3.5,9.5,0.371,1.1,1.9,0.571,0.8,4.1,4.9,3,0.8,0.3,2.5,4.4,14.7
2016-17,32,IND,NBA,PG,1,0,7,10.3,15.4,0.667,5.1,10.3,0.5,5.1,5.1,1,0,0,NA,0,5.1,5.1,5.1,0,0,5.1,0,25.7
2017-18,33,MIN,NBA,PG,2,0,3,24,36,0.667,0,12,0,24,24,1,0,24,0,0,0,0,0,0,0,0,0,48
Career,NA,,NBA,,40,13,703,6.3,15.2,0.416,1.9,5.7,0.33,4.4,9.4,0.467,2.7,3.6,0.746,0.5,3,3.5,3.6,0.5,0.3,2.5,3,17.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,HOU,NBA,,25,13,561,6.3,14.7,0.428,1.8,5.3,0.337,4.5,9.4,0.479,3.1,4,0.79,0.4,2.7,3.1,3.7,0.4,0.3,2.4,2.8,17.5
1 season,NA,CHI,NBA,,12,0,132,5.7,16.6,0.344,2.2,7.1,0.308,3.5,9.5,0.371,1.1,1.9,0.571,0.8,4.1,4.9,3,0.8,0.3,2.5,4.4,14.7
1 season,NA,MIN,NBA,,2,0,3,24,36,0.667,0,12,0,24,24,1,0,24,0,0,0,0,0,0,0,0,0,48
1 season,NA,IND,NBA,,1,0,7,10.3,15.4,0.667,5.1,10.3,0.5,5.1,5.1,1,0,0,NA,0,5.1,5.1,5.1,0,0,5.1,0,25.7
