,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,23,HOU,NBA,PG,51,608,100%,,,,,0.0,-6.5,26,14,33,2,14,6,206,1,10
2008-09,24,HOU,NBA,PG,80,1998,100%,,,,,+4.7,+0.4,69,39,77,9,56,14,544,15,55
2009-10,25,HOU,NBA,PG,82,2919,100%,,,,,-0.4,+0.4,111,75,106,18,88,20,985,23,80
2010-11,26,TOT,NBA,PG,59,1284,100%,,,,,-6.4,-8.4,58,34,57,2,42,11,521,3,42
2010-11,26,HOU,NBA,PG,34,811,100%,,,,,-6.4,-10.8,36,18,32,1,25,6,289,1,30
2010-11,26,PHO,NBA,PG,25,473,100%,,,,,-6.3,-6.2,22,16,25,1,17,5,232,2,12
2012-13,28,TOT,NBA,PG,53,997,100%,,,,,-11.1,-11.8,38,19,36,4,17,2,258,6,32
2012-13,28,SAC,NBA,PG,46,959,100%,,,,,-11.4,-7.9,35,19,35,4,17,2,244,6,31
2012-13,28,HOU,NBA,PG,7,38,100%,,,,,-6.2,-9.9,3,0,1,0,0,0,14,0,1
2013-14,29,TOT,NBA,PG,72,1557,100%,,,,,-2.7,-4.9,69,35,59,5,30,12,546,2,37
2013-14,29,HOU,NBA,PG,43,716,100%,,,,,-1.1,-7.3,30,11,32,4,15,6,205,0,15
2013-14,29,DEN,NBA,PG,29,841,100%,,,,,-3.9,-2.2,39,24,27,1,15,6,341,2,22
2014-15,30,CHI,NBA,PG,82,1885,100%,,,,,+4.7,+2.6,96,41,74,7,70,7,601,12,52
2015-16,31,CHI,NBA,PG,69,1108,100%,,,,,-0.5,+1.5,38,35,64,4,24,7,429,4,34
2016-17,32,IND,NBA,PG,65,894,100%,,,,,-2.6,-3.0,41,18,51,2,14,6,283,3,15
2017-18,33,MIN,NBA,PG,32,189,100%,,,,,-18.1,-21.6,7,3,12,0,3,2,48,0,4
Career,,,NBA,,645,13439,100%,,,,,-0.9,-2.4,553,313,569,53,358,87,4421,69,361
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,HOU,NBA,,297,7090,100%,,,,,+0.3,-2.3,275,157,281,34,198,52,2243,40,191
2 seasons,,CHI,NBA,,151,2993,100%,,,,,+2.8,+2.2,134,76,138,11,94,14,1030,16,86
1 season,,IND,NBA,,65,894,100%,,,,,-2.6,-3.0,41,18,51,2,14,6,283,3,15
1 season,,SAC,NBA,,46,959,100%,,,,,-11.4,-7.9,35,19,35,4,17,2,244,6,31
1 season,,MIN,NBA,,32,189,100%,,,,,-18.1,-21.6,7,3,12,0,3,2,48,0,4
1 season,,DEN,NBA,,29,841,100%,,,,,-3.9,-2.2,39,24,27,1,15,6,341,2,22
1 season,,PHO,NBA,,25,473,100%,,,,,-6.3,-6.2,22,16,25,1,17,5,232,2,12
