,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2003-04,19,OREGON,21,541,46,124,28,76,26,33,,50,56,17,1,,,146,.371,.368,.788,25.8,7.0,2.4,2.7
2004-05,20,OREGON,27,893,126,294,52,140,94,110,,88,125,27,4,,,398,.429,.371,.855,33.1,14.7,3.3,4.6
2005-06,21,OREGON,32,1036,115,283,45,134,71,88,,110,140,35,5,,,346,.406,.336,.807,32.4,10.8,3.4,4.4
2006-07,22,OREGON,35,1289,213,463,80,198,115,136,,149,149,48,6,,,621,.460,.404,.846,36.8,17.7,4.3,4.3
Career,,,115,3759,500,1164,205,548,306,367,,397,470,127,16,,,1511,.430,.374,.834,32.7,13.1,3.5,4.1
