Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,22,BUF,NBA,SF,30,NA,112,7.3,16.9,0.432,3.8,6.5,0.588,3.8,5.8,9.6,1.2,2.7,0.4,11.9,18.4,NA,NA,98
Career,NA,,NBA,,30,NA,112,7.3,16.9,0.432,3.8,6.5,0.588,3.8,5.8,9.6,1.2,2.7,0.4,11.9,18.4,NA,NA,98
