,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1981-82,18,WISCONSIN,27,869,147,330,,,71,103,,137,,28,6,61,64,365,.445,,.689,32.2,13.5,5.1,
1982-83,19,WISCONSIN,28,995,215,465,,,80,113,,206,,39,3,72,70,511,.462,,.708,35.5,18.3,7.4,
1983-84,20,WISCONSIN,28,1045,201,439,,,127,181,,243,,34,8,89,65,529,.458,,.702,37.3,18.9,8.7,
Career,,,83,2909,563,1234,,,278,397,,586,,101,17,222,199,1405,.456,,.700,35.0,16.9,7.1,
