,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2017-18,20,LAL,NBA,PG,52,1780,.360,16.1,.477,.273,.092,.053,.059,.523,.420,.494,.269,.400,.333,.305,.327,.030,15,.744,.115,.235,3,0
2018-19,21,LAL,NBA,PG,47,1423,.406,15.4,.500,.309,.096,.046,.048,.500,.482,.596,.295,.238,.364,.329,.427,.061,25,.760,.171,.231,2,0
2019-20,22,NOP,NBA,PG,56,1817,.412,17.8,.422,.213,.080,.049,.081,.578,.453,.619,.260,.323,.294,.383,.417,.025,15,.820,.212,.377,2,0
Career,,,NBA,,155,5020,.393,16.6,.462,.260,.089,.050,.064,.538,.450,.566,.274,.329,.321,.343,.391,.037,55,.783,.169,.307,7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,LAL,NBA,,99,3203,.380,15.8,.487,.289,.094,.050,.054,.513,.449,.542,.281,.333,.345,.315,.377,.044,40,.752,.140,.233,5,0
1 season,,NOP,NBA,,56,1817,.412,17.8,.422,.213,.080,.049,.081,.578,.453,.619,.260,.323,.294,.383,.417,.025,15,.820,.212,.377,2,0
