,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,DEN,NBA,C,78,2457,,,,18%,82%,-0.7,+4.2,28,26,173,22,118,0,240,27,88
2001-02,25,TOT,NBA,C,78,2455,,,,25%,75%,-1.5,-0.9,37,24,168,19,67,0,196,17,69
2001-02,25,DEN,NBA,C,51,1668,,,,,100%,-5.0,+2.8,20,17,96,12,45,0,130,13,54
2001-02,25,DAL,NBA,C,27,787,,,1%,77%,23%,+5.4,+1.0,17,7,72,7,22,0,66,4,15
2002-03,26,DAL,NBA,C,69,1611,,,,19%,81%,+7.5,-1.4,19,7,146,12,44,0,120,18,43
2003-04,27,BOS,NBA,C,17,328,,,,37%,64%,+10.8,+13.3,7,2,25,1,5,0,51,1,3
2004-05,28,BOS,NBA,PF,80,2196,,,,68%,32%,+2.2,+2.8,37,18,158,10,73,0,226,26,58
2005-06,29,BOS,NBA,PF,82,2033,,,,62%,38%,-1.1,+1.1,38,12,176,10,30,18,263,6,27
2006-07,30,POR,NBA,PF,27,352,,,,73%,27%,-17.9,-14.1,8,2,35,3,13,3,19,4,4
2007-08,31,POR,NBA,C,39,291,,,,18%,82%,-6.1,-5.2,3,3,39,4,10,5,14,5,8
Career,,,NBA,,470,11723,,,,39%,61%,+0.4,+1.0,177,94,920,81,360,26,1129,104,300
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,179,4557,,,,63%,37%,+1.3,+2.8,82,32,359,21,108,18,540,33,88
2 seasons,,DEN,NBA,,129,4125,,,,11%,89%,-2.4,+3.6,48,43,269,34,163,0,370,40,142
2 seasons,,DAL,NBA,,96,2398,,,,38%,62%,+6.8,-0.6,36,14,218,19,66,0,186,22,58
2 seasons,,POR,NBA,,66,643,,,,48%,52%,-12.6,-10.1,11,5,74,7,23,8,33,9,12
