,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,22,DET,NBA,,4,10,4,4,,0,6,12
1959-60,23,DET,NBA,,6,,2,3,,,5,14
1960-61,24,DET,NBA,,9,,6,9,,,6,24
Career,,,,,9,,6,9,,,6,24
