Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Lou Tsioropoulos,,1.4,0.7,0
Shawne Williams,96.1,1.4,0.7,0
Calvin Garrett,94.8,1.4,0.6,0
Kenny Gattison,94.2,1.5,0.7,0
Greg Kelser,94.2,1.4,0.8,0
Adrian Branch,91.8,1.5,0.7,-0.1
Wesley Johnson,87.8,1.3,0.6,0
Justin Holiday,85.8,1.3,0.6,-0.1
Kevin Loder,84.8,1.5,0.9,0.1
Travis Outlaw,84.3,1.4,0.9,0
Mario Bennett,83.4,1.5,0.5,0
