Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,26,DNA,ABA,SG,1,NA,25:00,5,12,0.417,1,3,0.333,3,5,0.6,NA,3,3,NA,NA,NA,2,14
Career,NA,,ABA,,1,NA,25,5,12,0.417,1,3,0.333,3,5,0.6,NA,3,3,NA,NA,NA,2,14
