,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1992-93,19,CALIFORNIA,29,922,133,287,24,84,88,134,,142,222,110,8,112,72,378,.463,.286,.657,31.8,13.0,4.9,7.7
1993-94,20,CALIFORNIA,30,1053,166,352,51,141,117,169,,207,272,94,9,129,78,500,.472,.362,.692,35.1,16.7,6.9,9.1
Career,,,59,1975,299,639,75,225,205,303,,349,494,204,17,241,150,878,.468,.333,.677,33.5,14.9,5.9,8.4
