Season,Team,Lg,Salary
1994-95,Dallas Mavericks,NBA,"$2,770,800"
1995-96,Dallas Mavericks,NBA,"$3,588,000"
1996-97,Phoenix Suns,NBA,"$4,408,000"
1997-98,Phoenix Suns,NBA,"$5,223,333"
1998-99,Phoenix Suns,NBA,"$6,041,000"
1999-00,Phoenix Suns,NBA,"$6,858,335"
2000-01,Phoenix Suns,NBA,"$7,680,000"
2001-02,New Jersey Nets,NBA,"$8,447,500"
2002-03,New Jersey Nets,NBA,"$9,265,000"
2003-04,New Jersey Nets,NBA,"$13,152,000"
2004-05,New Jersey Nets,NBA,"$14,796,000"
2005-06,New Jersey Nets,NBA,"$16,440,000"
2006-07,New Jersey Nets,NBA,"$18,084,000"
2007-08,Dallas Mavericks,NBA,"$19,728,000"
2008-09,Dallas Mavericks,NBA,"$21,372,000"
2009-10,Dallas Mavericks,NBA,"$8,000,000"
2010-11,Dallas Mavericks,NBA,"$8,610,500"
2011-12,Dallas Mavericks,NBA,"$10,121,000"
2012-13,New York Knicks,NBA,"$3,090,000"
Career,(may be incomplete),,"$187,675,468"
