Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,21,DAL,NBA,PG,79,79,2668,330,857,0.385,70,257,0.272,260,600,0.433,0.426,192,275,0.698,152,278,430,607,151,24,250,146,922
1995-96,22,DAL,NBA,PG,81,81,3034,493,1293,0.381,133,396,0.336,360,897,0.401,0.433,229,331,0.692,203,350,553,783,175,26,328,155,1348
1996-97,23,TOT,NBA,PG,55,45,1964,213,529,0.403,61,165,0.37,152,364,0.418,0.46,112,165,0.679,64,185,249,496,124,20,142,114,599
1996-97,23,DAL,NBA,PG,22,22,791,75,203,0.369,21,65,0.323,54,138,0.391,0.421,46,69,0.667,30,60,90,200,45,8,66,42,217
1996-97,23,PHO,NBA,PG,33,23,1173,138,326,0.423,40,100,0.4,98,226,0.434,0.485,66,96,0.688,34,125,159,296,79,12,76,72,382
1997-98,24,PHO,NBA,PG,82,82,3118,357,859,0.416,73,233,0.313,284,626,0.454,0.458,167,209,0.799,108,402,510,745,162,26,261,142,954
1998-99,25,PHO,NBA,PG,50,50,2060,310,698,0.444,45,123,0.366,265,575,0.461,0.476,181,239,0.757,87,252,339,539,114,19,150,108,846
1999-00,26,PHO,NBA,PG,67,67,2616,350,855,0.409,56,166,0.337,294,689,0.427,0.442,203,245,0.829,96,387,483,678,134,28,226,148,959
2000-01,27,PHO,NBA,PG,77,76,3065,451,1097,0.411,69,232,0.297,382,865,0.442,0.443,328,403,0.814,91,403,494,753,166,23,286,171,1299
2001-02,28,NJN,NBA,PG,82,82,3056,445,1138,0.391,117,364,0.321,328,774,0.424,0.442,201,247,0.814,130,465,595,808,175,20,286,136,1208
2002-03,29,NJN,NBA,PG,80,80,2989,515,1244,0.414,126,370,0.341,389,874,0.445,0.465,339,403,0.841,110,394,504,711,179,25,296,127,1495
2003-04,30,NJN,NBA,PG,67,66,2450,368,959,0.384,94,293,0.321,274,666,0.411,0.433,206,249,0.827,85,343,428,618,122,14,214,110,1036
2004-05,31,NJN,NBA,PG,66,65,2435,340,855,0.398,129,358,0.36,211,497,0.425,0.473,142,192,0.74,94,394,488,545,123,9,167,110,951
2005-06,32,NJN,NBA,PG,80,80,2975,366,905,0.404,139,395,0.352,227,510,0.445,0.481,194,244,0.795,86,494,580,672,150,29,192,157,1065
2006-07,33,NJN,NBA,PG,80,80,2933,369,908,0.406,124,361,0.343,245,547,0.448,0.475,179,230,0.778,135,520,655,736,127,23,213,146,1041
2007-08,34,TOT,NBA,PG,80,80,2906,305,793,0.385,119,312,0.381,186,481,0.387,0.46,135,165,0.818,94,506,600,806,136,26,266,165,864
2007-08,34,NJN,NBA,PG,51,51,1895,201,549,0.366,84,236,0.356,117,313,0.374,0.443,91,111,0.82,58,354,412,530,74,15,185,90,577
2007-08,34,DAL,NBA,PG,29,29,1011,104,244,0.426,35,76,0.461,69,168,0.411,0.498,44,54,0.815,36,152,188,276,62,11,81,75,287
2008-09,35,DAL,NBA,PG,81,81,2886,257,618,0.416,131,323,0.406,126,295,0.427,0.522,86,105,0.819,85,415,500,702,160,39,185,168,731
2009-10,36,DAL,NBA,PG,80,80,2881,284,671,0.423,176,414,0.425,108,257,0.42,0.554,80,99,0.808,48,397,445,724,145,35,195,142,824
2010-11,37,DAL,NBA,PG,80,80,2653,215,596,0.361,133,391,0.34,82,205,0.4,0.472,67,77,0.87,35,316,351,655,134,29,179,119,630
2011-12,38,DAL,NBA,PG,48,48,1379,99,273,0.363,79,223,0.354,20,50,0.4,0.507,22,28,0.786,15,183,198,264,82,10,91,83,299
2012-13,39,NYK,NBA,SG,76,48,2043,152,409,0.372,114,325,0.351,38,84,0.452,0.511,40,48,0.833,50,273,323,249,125,25,76,125,458
Career,NA,,NBA,,1391,1350,50111,6219,15557,0.4,1988,5701,0.349,4231,9856,0.429,0.464,3103,3954,0.785,1768,6957,8725,12091,2684,450,4003,2572,17529
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NJN,NBA,,506,504,18733,2604,6558,0.397,813,2377,0.342,1791,4181,0.428,0.459,1352,1676,0.807,698,2964,3662,4620,950,135,1553,876,7373
8 seasons,NA,DAL,NBA,,500,500,17303,1857,4755,0.391,778,2145,0.363,1079,2610,0.413,0.472,766,1038,0.738,604,2151,2755,4211,954,182,1375,930,5258
5 seasons,NA,PHO,NBA,,309,298,12032,1606,3835,0.419,283,854,0.331,1323,2981,0.444,0.456,945,1192,0.793,416,1569,1985,3011,655,108,999,641,4440
1 season,NA,NYK,NBA,,76,48,2043,152,409,0.372,114,325,0.351,38,84,0.452,0.511,40,48,0.833,50,273,323,249,125,25,76,125,458
