Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Devin Ebanks,,0.4,0.3,-0.1
Linton Johnson,71.6,0.4,0.4,0
Riney Lochmann,60.0,0.4,0.3,-0.2
Mel Davis,59.5,0.4,0.4,-0.2
Quincy Lewis,57.2,0.3,0.3,0.1
Gene James,54.7,0.5,0.3,0.1
Justin Reed,54.0,0.4,0.3,-0.2
David Vaughn,52.8,0.4,0.1,-0.1
Earl Clark,52.5,0.3,0.3,-0.3
Scooter McCray,50.3,0.3,0.1,0
Donny Marshall,48.2,0.6,0.2,-0.1
