Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,STL,NBA,SG,55,NA,676,7.7,17.7,0.432,2.4,3.2,0.754,NA,NA,4.8,3.1,NA,NA,NA,4.4,17.8
1967-68,23,STL,NBA,SG,75,NA,1622,5.7,13.6,0.419,2.9,3.7,0.772,NA,NA,4.3,3.6,NA,NA,NA,4.8,14.3
1968-69,24,PHO,NBA,SF,81,NA,2108,6.8,14.4,0.472,3.2,4.4,0.725,NA,NA,5.6,3.6,NA,NA,NA,3.6,16.8
1969-70,25,TOT,NBA,SG,82,NA,2437,6.7,12.7,0.528,2.5,3.1,0.813,NA,NA,4.8,5.1,NA,NA,NA,4.1,16
1969-70,25,PHO,NBA,,6,NA,147,5.4,11,0.489,1.7,2,0.875,NA,NA,3.7,2.2,NA,NA,NA,4.9,12.5
1969-70,25,SEA,NBA,SG,76,NA,2290,6.8,12.9,0.531,2.5,3.1,0.81,NA,NA,4.8,5.2,NA,NA,NA,4,16.2
1970-71,26,SEA,NBA,SG,82,NA,2824,8.2,15.5,0.531,3.8,4.6,0.837,NA,NA,3.3,4.5,NA,NA,NA,3.2,20.3
1971-72,27,SEA,NBA,SG,73,NA,2534,7,13.3,0.529,3.1,3.7,0.842,NA,NA,3.2,4,NA,NA,NA,2.8,17.2
1972-73,28,SEA,NBA,SG,82,NA,3060,5.6,12,0.463,2.2,2.5,0.861,NA,NA,3.8,3.7,NA,NA,NA,2.5,13.3
1973-74,29,SEA,NBA,SG,74,NA,2670,7.7,16,0.481,2.6,3,0.866,1.2,2.9,4.1,3.6,1.2,0.4,NA,3.5,18
1974-75,30,CLE,NBA,SG,82,NA,2590,6.9,13.7,0.504,2.3,2.7,0.846,0.5,2.8,3.3,3.9,1,0.6,NA,3.1,16.1
1975-76,31,CLE,NBA,SG,82,NA,2274,7,13.9,0.501,2.5,3,0.824,0.8,2.3,3.1,3.5,0.9,0.5,NA,3.4,16.4
1976-77,32,CLE,NBA,SG,82,NA,1685,6.8,14.8,0.456,2.7,3.2,0.852,1,2.2,3.2,3.4,1,0.6,NA,3.8,16.2
1977-78,33,CLE,NBA,SG,58,NA,660,6.1,13.7,0.444,3.1,3.5,0.875,0.5,2.2,2.7,3.1,1.3,1,2.6,4,15.3
1978-79,34,SEA,NBA,SG,56,NA,536,5.4,12.6,0.433,2.9,3.4,0.843,1,2.2,3.2,4.2,0.9,0.4,2.4,3.5,13.8
Career,NA,,NBA,,964,NA,25676,6.9,14,0.488,2.8,3.4,0.824,0.9,2.6,3.8,3.9,1,0.5,2.5,3.4,16.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,SEA,NBA,,443,NA,13914,7,13.9,0.503,2.9,3.4,0.843,1.2,2.8,3.8,4.2,1.2,0.4,2.4,3.2,16.8
4 seasons,NA,CLE,NBA,,304,NA,7209,6.8,14.1,0.486,2.5,3,0.844,0.7,2.5,3.2,3.6,1,0.6,2.6,3.5,16.2
2 seasons,NA,STL,NBA,,130,NA,2298,6.3,14.8,0.424,2.7,3.6,0.768,NA,NA,4.5,3.5,NA,NA,NA,4.7,15.3
2 seasons,NA,PHO,NBA,,87,NA,2255,6.7,14.2,0.473,3.1,4.2,0.73,NA,NA,5.5,3.5,NA,NA,NA,3.7,16.5
