Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966-67,22,STL,NBA,SG,1,NA,2,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
1967-68,23,STL,NBA,SG,4,NA,62,10,22,0.455,4,5,0.8,NA,NA,5,4,NA,NA,NA,6,24
1975-76,31,CLE,NBA,SG,13,NA,364,69,153,0.451,18,22,0.818,10,19,29,31,11,6,NA,35,156
1976-77,32,CLE,NBA,SG,3,NA,53,8,27,0.296,2,5,0.4,2,3,5,4,1,2,NA,6,18
1977-78,33,CLE,NBA,SG,1,NA,3,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0
1978-79,34,SEA,NBA,SG,9,NA,88,10,31,0.323,6,9,0.667,2,9,11,10,4,3,7,8,26
Career,NA,,NBA,,31,NA,572,97,233,0.416,30,41,0.732,14,31,50,49,16,11,8,55,224
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CLE,NBA,,17,NA,420,77,180,0.428,20,27,0.741,12,22,34,35,12,8,1,41,174
1 season,NA,SEA,NBA,,9,NA,88,10,31,0.323,6,9,0.667,2,9,11,10,4,3,7,8,26
2 seasons,NA,STL,NBA,,5,NA,64,10,22,0.455,4,5,0.8,NA,NA,5,4,NA,NA,NA,6,24
