Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6
Chris Corchiani,,0.9,0.4,0.3,NA,NA,NA
Gerald Glass,84.5,0.9,0.5,0.3,0.1,NA,NA
Kelvin Upshaw,80.1,1,0.3,0.3,NA,NA,NA
Pace Mannion,75.6,0.9,0.4,0.3,0.2,0,-0.2
Tyler Ennis,72.6,0.8,0.4,0.4,-0.3,NA,NA
JaKarr Sampson,72.6,0.8,0.6,0.5,0.1,NA,NA
Greg Graham,71.7,0.8,0.3,0.3,0.1,-0.1,NA
Connie Norman,71.5,0.8,0.2,0.2,NA,NA,NA
Ray McCallum,71.4,1.4,0.4,0.3,NA,NA,NA
Shawn Respert,71.2,0.8,0.7,0.5,0.1,NA,NA
Nate Hawthorne,69.5,1.1,0.5,0.1,NA,NA,NA
