,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,22,WAS,NBA,C,62,1266,,,,,100%,-1.4,0.0,9,13,69,16,67,0,63,11,29
2002-03,23,WAS,NBA,C,81,1930,,,,,100%,+0.6,+3.3,5,21,122,18,112,0,63,24,38
2003-04,24,WAS,NBA,C,77,1484,,,,,100%,-2.4,+5.6,15,31,80,13,113,0,97,24,24
2004-05,25,WAS,NBA,C,68,1865,,,,,100%,+6.1,+12.2,10,26,110,25,122,0,131,24,41
2005-06,26,WAS,NBA,C,79,1879,,,,,100%,+2.5,+1.0,9,34,139,21,93,36,108,17,29
2006-07,27,WAS,NBA,C,77,1740,,,,,100%,+2.0,+5.0,8,33,118,16,101,29,101,27,33
2007-08,28,WAS,NBA,C,80,2228,,,,,100%,+2.1,+5.8,9,44,120,21,147,24,168,32,58
2008-09,29,WAS,NBA,C,6,175,,,,2%,98%,-7.0,+1.3,2,4,10,0,10,0,17,3,6
2009-10,30,TOT,NBA,C,77,2355,,,,,100%,+1.2,+3.5,9,31,104,20,122,13,96,34,59
2009-10,30,WAS,NBA,C,49,1614,,,,,100%,-1.8,+6.2,6,17,72,13,80,12,40,24,40
2009-10,30,DAL,NBA,C,28,741,,,,,100%,+7.7,+5.9,3,14,32,7,42,1,56,10,19
2010-11,31,DAL,NBA,C,72,1331,,,,1%,99%,-0.1,-7.4,3,14,88,10,82,4,47,26,26
2011-12,32,DAL,NBA,C,54,1146,,,,,100%,+3.0,+2.8,9,20,66,6,45,5,44,8,15
2012-13,33,CHA,NBA,C,61,1162,,,,1%,99%,-8.1,+2.8,8,12,69,12,28,0,64,8,19
2014-15,35,CLE,NBA,C,22,119,,,,1%,99%,-21.6,-27.1,3,3,10,1,7,0,6,3,3
Career,,,NBA,,816,18680,,,,,100%,+0.7,+3.4,99,286,1105,179,1049,111,1005,241,380
,,,,,,,,,,,,,,,,,,,,,,
9 seasons,,WAS,NBA,,579,14181,,,,,100%,+1.1,+5.0,73,223,840,143,845,101,788,186,298
3 seasons,,DAL,NBA,,154,3218,,,,,100%,+2.8,-0.7,15,48,186,23,169,10,147,44,60
1 season,,CHA,NBA,,61,1162,,,,1%,99%,-8.1,+2.8,8,12,69,12,28,0,64,8,19
1 season,,CLE,NBA,,22,119,,,,1%,99%,-21.6,-27.1,3,3,10,1,7,0,6,3,3
