,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,21,PHO,NBA,SF,72,1147,,57%,42%,1%,,+4.6,+4.8,22,12,26,16,45,0,162,10,24
2003-04,22,PHO,NBA,SF,78,1828,,30%,67%,3%,,-3.7,+0.8,34,19,78,12,44,0,231,9,25
2004-05,23,TOT,NBA,SG-SF,84,1798,20%,64%,16%,,,+0.4,+0.6,36,18,49,10,77,0,254,16,30
2004-05,23,PHO,NBA,SF,40,768,7%,55%,38%,,,+5.8,-2.1,13,6,26,5,28,0,82,5,7
2004-05,23,NOH,NBA,SG,44,1030,29%,71%,,,,-3.7,+6.3,23,12,23,5,49,0,172,11,23
2007-08,26,MEM,NBA,SG,53,547,,36%,63%,1%,,+1.0,+9.0,8,3,14,3,7,5,49,1,9
Career,,,NBA,,287,5320,7%,48%,44%,1%,,0.0,+2.5,100,52,167,41,173,5,696,36,88
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,PHO,NBA,,190,3743,1%,43%,53%,2%,,+0.8,+1.4,69,37,130,33,117,0,475,24,56
1 season,,MEM,NBA,,53,547,,36%,63%,1%,,+1.0,+9.0,8,3,14,3,7,5,49,1,9
1 season,,NOH,NBA,,44,1030,29%,71%,,,,-3.7,+6.3,23,12,23,5,49,0,172,11,23
