,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,VIR,ABA,,11,,1,,,,7,9,,,,,,,,,22
1973-74,23,VIR,ABA,,7,,1,,,,4,4,,,,,,,,,15
1974-75,24,SSL,ABA,,8,,0,,,,3,9,,,,,,,,,18
1975-76,25,SSL,ABA,,7,,1,,,,7,9,,,,,,,,,15
1976-77,26,KCK,NBA,,7,,,,,,3,5,,,,,,,,,14
Career,,,TOT,,11,,,,,,7,9,,,,,,,,,22
,,,NBA,,7,,,,,,3,5,,,,,,,,,14
,,,ABA,,11,,1,,,,7,9,,,,,,,,,22
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,VIR,ABA,,11,,1,,,,7,9,,,,,,,,,22
2 Seasons,,SSL,ABA,,8,,1,,,,7,9,,,,,,,,,18
1 Season,,KCK,NBA,,7,,,,,,3,5,,,,,,,,,14
