Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,22,SYR,NBA,SF,8,197,12.1,0.413,0.447,NA,NA,NA,7.7,NA,-0.1,0.1,0,0.005
1956-57,23,SYR,NBA,SG,5,164,17.2,0.465,0.38,NA,NA,NA,18,NA,0.3,0.2,0.5,0.149
1957-58,24,SYR,NBA,SF,3,113,7.4,0.343,0.156,NA,NA,NA,6.6,NA,-0.2,0.2,0,-0.013
1958-59,25,DET,NBA,SG,3,43,3.3,0.282,0.25,NA,NA,NA,13.7,NA,-0.2,0,-0.1,-0.164
1959-60,26,DET,NBA,SG,2,20,6.7,0.368,0.2,NA,NA,NA,0,NA,0,0,0,-0.058
1960-61,27,PHW,NBA,SF,3,42,8.2,0.391,0.294,NA,NA,NA,13.5,NA,0,0.1,0,0.019
1961-62,28,PHW,NBA,SG,11,86,0,0.256,0.289,NA,NA,NA,4.9,NA,-0.5,0.1,-0.4,-0.234
Career,NA,,NBA,,35,665,10,0.382,0.332,NA,NA,NA,10.2,NA,-0.7,0.6,-0.1,-0.005
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SYR,NBA,,16,474,12.7,0.417,0.358,NA,NA,NA,11,NA,0,0.5,0.5,0.051
2 seasons,NA,PHW,NBA,,14,128,2.7,0.293,0.29,NA,NA,NA,7.7,NA,-0.6,0.2,-0.4,-0.151
2 seasons,NA,DET,NBA,,5,63,4.4,0.314,0.231,NA,NA,NA,9.4,NA,-0.2,0,-0.2,-0.131
