Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,22,SYR,NBA,SF,66,1423,13.8,0.416,0.31,NA,NA,NA,NA,NA,-0.2,2.2,2,0.068
1956-57,23,SYR,NBA,SG,71,2250,15.4,0.45,0.411,NA,NA,NA,NA,NA,2.5,2.2,4.7,0.101
1957-58,24,SYR,NBA,SF,60,1871,15.8,0.452,0.308,NA,NA,NA,NA,NA,2.2,2,4.3,0.11
1958-59,25,TOT,NBA,SG,72,1955,12.3,0.423,0.308,NA,NA,NA,NA,NA,0.1,2,2,0.05
1958-59,25,SYR,NBA,,57,1601,11.7,0.419,0.295,NA,NA,NA,NA,NA,-0.1,1.6,1.5,0.044
1958-59,25,DET,NBA,SG,15,354,15.1,0.437,0.36,NA,NA,NA,NA,NA,0.2,0.4,0.5,0.074
1959-60,26,DET,NBA,SG,70,1636,12.4,0.417,0.286,NA,NA,NA,NA,NA,-0.5,1.2,0.7,0.022
1960-61,27,PHW,NBA,SF,77,1294,10,0.406,0.232,NA,NA,NA,NA,NA,-0.9,1.4,0.5,0.018
1961-62,28,PHW,NBA,SG,70,963,7,0.393,0.24,NA,NA,NA,NA,NA,-1,0.8,-0.1,-0.007
Career,NA,,NBA,,486,11392,13,0.427,0.309,NA,NA,NA,NA,NA,2.3,11.9,14.2,0.06
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SYR,NBA,,254,7145,14.3,0.437,0.335,NA,NA,NA,NA,NA,4.5,8,12.5,0.084
2 seasons,NA,PHW,NBA,,147,2257,8.7,0.401,0.235,NA,NA,NA,NA,NA,-1.8,2.2,0.4,0.008
2 seasons,NA,DET,NBA,,85,1990,12.9,0.421,0.299,NA,NA,NA,NA,NA,-0.3,1.6,1.3,0.031
