Thru 4 Years,Thru 4 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Manny Harris,,0.3,0,0,-0.2
Sean Higgins,33.6,0.4,0,0,-0.1
Sedric Toney,19.4,0.3,0,0,-0.1
Andre Barrett,18.6,0.4,0,0,-0.1
Gerald Madkins,11.0,0.3,0.1,0,NA
Cliff Anderson,9.5,0.4,0.1,0,-0.2
Stephen Graham,9.5,0.4,0,0,-0.1
R.J. Hunter,8.6,0.3,0.1,0,0
Troy Hudson,6.4,0.5,0.1,0,-0.2
Jaren Jackson,5.6,0.4,0.1,0,-0.1
Dominique Jones,-0.1,0.2,0,0,NA
