Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Manny Harris,,0.3,0,0,-0.2
Andre Barrett,18.6,0.4,0,0,-0.1
Gerald Madkins,11.0,0.3,0.1,0,NA
Cliff Anderson,9.5,0.4,0.1,0,-0.2
R.J. Hunter,8.6,0.3,0.1,0,0
Dominique Jones,-0.1,0.2,0,0,NA
Bob Duffy,-7.1,0.3,0.1,0.1,NA
Kevin Pritchard,-12.2,0.2,0.2,0.2,-0.2
Malcolm Lee,-14.1,0.4,0.1,0,NA
Michael Phelps,-18.3,0.3,0.1,-0.1,NA
Briante Weber,-18.7,0.4,0.3,0,NA
